1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
1	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
2	CH	AR
