 160
    61	0.00394
  1402	0.00394
     3	0.00394
     3	0.00394
     4	0.00394
  7893	0.00394
   800	0.00394
    24	0.00394
     3	0.00394
     8	0.00394
    24	0.00394
     3	0.00394
   331	0.00394
   320	0.00394
   878	0.00394
   140	0.00394
    86	0.00394
    80	0.00394
    32	0.00394
     5	0.00394
    13	0.00394
    14	0.00394
     7	0.00394
     7	0.00394
     8	0.00394
   444	0.00394
   444	0.00394
    97	0.00394
   178	0.00394
   166	0.00394
     6	0.00394
   873	0.00394
   284	0.00394
   326	0.00394
  1673	0.00394
    75	0.00394
   227	0.00394
   914	0.00394
  6628	0.00394
   202	0.00394
     3	0.00394
   867	0.00394
  2476	0.00394
     5	0.00394
   390	0.00394
   878	0.00394
   335	0.00394
     4	0.00394
  1012	0.00394
   233	0.00394
     2	0.00394
    31	0.00394
    63	0.00394
     8	0.00394
 25313	0.00394
   117	0.00631
    27	0.00631
     8	0.00631
  1776	0.00631
    24	0.00631
    77	0.00631
   143	0.00631
   224	0.00631
     3	0.00631
    13	0.00631
    45	0.00631
  5090	0.00631
    12	0.00631
     3	0.00631
     5	0.00631
   286	0.00631
    28	0.00631
   704	0.00631
   133	0.00631
    43	0.00631
   121	0.00631
    23	0.00631
   261	0.00631
   367	0.00631
     9	0.00631
    31	0.00631
    24	0.00631
    42	0.00631
    15	0.00631
    39	0.00631
     3	0.00631
   224	0.00631
    28	0.00631
     2	0.00631
    72	0.00631
   590	0.00631
    65	0.00631
   157	0.00631
     5	0.00631
   761	0.00631
   290	0.00587
   191	0.00587
   296	0.00587
    51	0.00587
   745	0.00587
    34	0.00587
   201	0.00587
    22	0.00587
   861	0.00587
   348	0.00587
    44	0.00587
    24	0.00587
   790	0.00587
    57	0.00587
   210	0.00587
    29	0.00587
    27	0.00587
   384	0.00587
  1321	0.00587
    10	0.00587
    86	0.00587
   821	0.00587
  2845	0.00587
    14	0.00587
     3	0.00587
   298	0.00587
    16	0.00587
   376	0.00587
   238	0.00587
   532	0.00587
    19	0.00587
    16	0.00587
     7	0.00587
    12	0.00587
  2886	0.00587
   184	0.00587
    10	0.00587
    68	0.00587
     9	0.00587
  1710	0.00587
   123	0.00587
     2	0.00587
     5	0.00587
     6	0.00587
    16	0.00587
   184	0.00587
    25	0.00587
   454	0.00587
    68	0.00587
    76	0.00587
   351	0.00587
   179	0.00587
   771	0.00587
   733	0.00587
  5563	0.00587
    17	0.00587
     3	0.00587
   135	0.00587
   210	0.00587
    29	0.00587
    27	0.00587
   384	0.00587
   399	0.00587
    10	0.00587
     2	0.00587
    876941
   23
