Donor_Arr	Recipient_Arr	Region	Length	Psi	exclude
CU	TL	7	59	0.00817	Y
CU	TL	7	59	0.00817	Y
CU	TL	7	33	0.00817	Y
CU	TL	7	53	0.00817	Y
CU	TL	7	621	0.00817	Y
CU	TL	7	38	0.00817	Y
CU	TL	7	34	0.00817	Y
CU	TL	7	49	0.00817	Y
CU	TL	7	14	0.00817	Y
CU	TL	7	46	0.00817	Y
CU	TL	7	44	0.00817	Y
CU	TL	7	32	0.00817	Y
CU	TL	7	2	0.00817	Y
CU	TL	7	4	0.00817	Y
CU	TL	7	5	0.00817	Y
CU	TL	7	77	0.00817	Y
CU	TL	7	62	0.00817	Y
CU	TL	7	10	0.00817	Y
CU	TL	7	94	0.00817	Y
CU	TL	7	4	0.00817	Y
CU	TL	7	360	0.00817	Y
CU	TL	7	739	0.00817	Y
CU	TL	7	24	0.00817	Y
CU	TL	7	14	0.00817	Y
CU	TL	7	103	0.00817	Y
CU	TL	7	19	0.00817	Y
CU	TL	7	3	0.00817	Y
CU	TL	7	6	0.00817	Y
CU	TL	7	30	0.00817	Y
CU	TL	7	14	0.00817	Y
CU	TL	7	13	0.00817	Y
CU	TL	7	37	0.00817	Y
CU	TL	7	48	0.00817	Y
CU	TL	7	17	0.00817	Y
CU	TL	7	28	0.00817	Y
CU	TL	7	80	0.00817	Y
CU	TL	7	50	0.00817	Y
CU	TL	7	77	0.00817	Y
CU	TL	7	51	0.00817	Y
CU	TL	7	10	0.00817	Y
CU	TL	7	286	0.00817	Y
CU	TL	7	19	0.00817	Y
CU	TL	7	2	0.00817	Y
CU	TL	7	61	0.00817	Y
CU	TL	7	7	0.00817	Y
CU	TL	7	73	0.00817	Y
CU	TL	7	19	0.00817	Y
CU	TL	7	58	0.00817	Y
CU	TL	7	6	0.00817	Y
CU	TL	7	53	0.00817	Y
CU	TL	7	2	0.00817	Y
CU	TL	7	29	0.00817	Y
CU	TL	7	17	0.00817	Y
CU	TL	7	81	0.00817	Y
CU	TL	7	287	0.00817	Y
CU	TL	7	86	0.00817	Y
CU	TL	8	96	0.00617	Y
CU	TL	8	28	0.00617	Y
CU	TL	8	282	0.00617	Y
CU	TL	8	107	0.00617	Y
CU	TL	8	149	0.00617	Y
CU	TL	8	118	0.00617	Y
CU	TL	8	7	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	124	0.00617	Y
CU	TL	8	147	0.00617	Y
CU	TL	8	360	0.00617	Y
CU	TL	8	3	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	131	0.00617	Y
CU	TL	8	133	0.00617	Y
CU	TL	8	9	0.00617	Y
CU	TL	8	94	0.00617	Y
CU	TL	8	72	0.00617	Y
CU	TL	8	32	0.00617	Y
CU	TL	8	18	0.00617	Y
CU	TL	8	94	0.00617	Y
CU	TL	8	343	0.00617	Y
CU	TL	8	330	0.00617	Y
CU	TL	8	18	0.00617	Y
CU	TL	8	214	0.00617	Y
CU	TL	8	1176	0.00617	Y
CU	TL	8	1405	0.00617	Y
CU	TL	8	162	0.00617	Y
CU	TL	8	140	0.00617	Y
CU	TL	8	21	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	24	0.00617	Y
CU	TL	8	75	0.00617	Y
CU	TL	8	1143	0.00617	Y
CU	TL	8	23	0.00617	Y
CU	TL	8	17	0.00617	Y
CU	TL	8	6	0.00617	Y
CU	TL	8	58	0.00617	Y
CU	TL	8	25	0.00617	Y
CU	TL	8	179	0.00617	Y
CU	TL	8	290	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	57	0.00617	Y
CU	TL	8	11	0.00617	Y
CU	TL	8	6	0.00617	Y
CU	TL	8	51	0.00617	Y
CU	TL	8	143	0.00617	Y
CU	TL	8	10	0.00617	Y
CU	TL	8	8	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	103	0.00617	Y
CU	TL	8	8	0.00617	Y
CU	TL	8	4	0.00617	Y
CU	TL	8	19	0.00617	Y
CU	TL	8	29	0.00617	Y
CU	TL	8	74	0.00617	Y
CU	TL	8	11	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	5	0.00617	Y
CU	TL	8	123	0.00617	Y
CU	TL	8	25	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	5	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	88	0.00617	Y
CU	TL	8	220	0.00617	Y
CU	TL	8	78	0.00617	Y
CU	TL	8	132	0.00617	Y
CU	TL	8	90	0.00617	Y
CU	TL	8	236	0.00617	Y
CU	TL	8	26	0.00617	Y
CU	TL	8	1304	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	48	0.00617	Y
CU	TL	8	225	0.00617	Y
CU	TL	8	127	0.00617	Y
CU	TL	8	101	0.00617	Y
CU	TL	8	27	0.00617	Y
CU	TL	8	211	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	16	0.00617	Y
CU	TL	8	3	0.00617	Y
CU	TL	8	4	0.00617	Y
CU	TL	8	231	0.00617	Y
CU	TL	8	353	0.00617	Y
CU	TL	8	120	0.00617	Y
CU	TL	8	34	0.00517	Y
CU	TL	8	140	0.00517	Y
CU	TL	8	88	0.00517	Y
CU	TL	8	342	0.00517	Y
CU	TL	8	85	0.00517	Y
CU	TL	8	55	0.00517	Y
CU	TL	8	297	0.00517	Y
CU	TL	8	4	0.00517	Y
CU	TL	8	248	0.00517	Y
CU	TL	8	19	0.00517	Y
CU	TL	8	301	0.00517	Y
CU	TL	8	3	0.00517	Y
CU	TL	8	382	0.00517	Y
CU	TL	8	63	0.00517	Y
CU	TL	8	994	0.00517	Y
CU	TL	8	101	0.00517	Y
CU	TL	8	32	0.00517	Y
CU	TL	8	3	0.00517	Y
CU	TL	8	291	0.00517	Y
CU	TL	8	4	0.00517	Y
CU	TL	8	72	0.00517	Y
CU	TL	8	4	0.00517	Y
CU	TL	8	519	0.00517	Y
CU	TL	8	9	0.00517	Y
CU	TL	8	58	0.00517	Y
CU	TL	8	6	0.00517	Y
CU	TL	8	4	0.00517	Y
CU	TL	8	7	0.00517	Y
CU	TL	8	10	0.00517	Y
CU	TL	8	60	0.00517	Y
CU	TL	8	3	0.00517	Y
CU	TL	8	113	0.00517	Y
CU	TL	8	6	0.00517	Y
CU	TL	8	25	0.00517	Y
CU	TL	8	278	0.00517	Y
CU	TL	8	6	0.00517	Y
CU	TL	8	1620	0.00517	Y
CU	TL	8	49	0.00517	Y
CU	TL	8	810	0.00517	Y
CU	TL	8	8	0.00517	Y
CU	TL	8	66	0.00517	Y
CU	TL	8	6	0.00517	Y
CU	TL	8	3	0.00517	Y
CU	TL	8	41	0.00517	Y
CU	TL	8	124	0.00517	Y
CU	TL	8	70	0.00517	Y
CU	TL	8	700	0.00517	Y
CU	TL	8	21	0.00517	Y
CU	TL	8	4	0.00517	Y
CU	TL	8	38	0.00517	Y
CU	TL	8	18	0.00517	Y
CU	TL	8	365	0.00517	Y
CU	TL	8	131	0.00517	Y
CU	TL	8	10	0.00517	Y
CU	TL	8	250	0.00582	Y
CU	TL	8	2	0.00582	Y
CU	TL	8	14	0.00582	Y
CU	TL	8	4	0.00582	Y
CU	TL	8	130	0.00582	Y
CU	TL	8	63	0.00582	Y
CU	TL	8	22	0.00582	Y
CU	TL	8	42	0.00582	Y
CU	TL	8	174	0.00582	Y
CU	TL	8	5	0.00582	Y
CU	TL	8	108	0.00582	Y
CU	TL	8	22	0.00582	Y
CU	TL	8	100	0.00582	Y
CU	TL	8	110	0.00582	Y
CU	TL	8	304	0.00582	Y
CU	TL	8	64	0.00582	Y
CU	TL	8	7	0.00582	Y
CU	TL	8	78	0.00582	Y
CU	TL	8	5	0.00582	Y
CU	TL	8	2	0.00582	Y
CU	TL	8	891	0.00582	Y
CU	TL	8	45	0.00582	Y
CU	TL	8	65	0.00582	Y
CU	TL	8	6	0.00582	Y
CU	TL	8	10	0.00582	Y
CU	TL	8	9	0.00582	Y
CU	TL	8	3	0.00582	Y
CU	TL	8	2	0.00582	Y
CU	TL	8	2	0.00582	Y
CU	TL	8	36	0.00582	Y
CU	TL	8	54	0.00582	Y
CU	TL	8	310	0.00582	Y
CU	TL	8	85	0.00582	Y
CU	TL	8	17	0.00582	Y
CU	TL	8	41	0.00582	Y
CU	TL	8	23	0.00582	Y
CU	TL	8	38	0.00582	Y
CU	TL	8	132	0.00582	Y
CU	TL	8	12	0.00582	Y
CU	TL	8	4	0.00582	Y
CU	TL	8	2	0.00582	Y
CU	TL	8	13	0.00582	Y
CU	TL	8	980	0.00582	Y
CU	TL	8	5	0.00582	Y
CU	TL	8	34	0.00582	Y
CU	TL	8	42	0.00582	Y
CU	TL	8	18	0.00582	Y
CU	TL	8	45	0.00582	Y
CU	TL	8	8	0.00582	Y
CU	TL	8	105	0.00582	Y
CU	TL	8	6	0.00582	Y
CU	TL	8	183	0.00582	Y
CU	TL	8	31	0.00582	Y
CU	TL	8	16	0.00582	Y
CU	TL	8	6	0.00582	Y
CU	TL	8	7	0.00582	Y
CU	TL	8	70	0.00582	Y
CU	TL	8	311	0.00582	Y
CU	TL	8	1210	0.00582	Y
CU	TL	8	15	0.00582	Y
CU	TL	8	425	0.00582	Y
CU	TL	8	80	0.00582	Y
CU	TL	8	4	0.00582	Y
CU	TL	8	193	0.00582	Y
CU	TL	8	19	0.00582	Y
CU	TL	8	115	0.00582	Y
CU	TL	8	49	0.00582	Y
CU	TL	8	2	0.00582	Y
CU	TL	8	9	0.00704	Y
CU	TL	8	8	0.00704	Y
CU	TL	8	416	0.00704	Y
CU	TL	8	7	0.00704	Y
CU	TL	8	33	0.00704	Y
CU	TL	8	97	0.00704	Y
CU	TL	8	2	0.00704	Y
CU	TL	8	98	0.00704	Y
CU	TL	8	4	0.00704	Y
CU	TL	8	130	0.00704	Y
CU	TL	8	8	0.00704	Y
CU	TL	8	15	0.00704	Y
CU	TL	8	85	0.00704	Y
CU	TL	8	77	0.00704	Y
CU	TL	8	520	0.00704	Y
CU	TL	8	82	0.00704	Y
CU	TL	8	13	0.00704	Y
CU	TL	8	14	0.00704	Y
CU	TL	8	2	0.00704	Y
CU	TL	8	52	0.00704	Y
CU	TL	8	14	0.00704	Y
CU	TL	8	3	0.00704	Y
CU	TL	8	107	0.00704	Y
CU	TL	8	16	0.00704	Y
CU	TL	8	83	0.00704	Y
CU	TL	8	8	0.00704	Y
CU	TL	8	2	0.00704	Y
CU	TL	8	12	0.00704	Y
CU	TL	8	266	0.00704	Y
CU	TL	8	569	0.00704	Y
CU	TL	8	45	0.00704	Y
CU	TL	8	75	0.00704	Y
CU	TL	8	187	0.00704	Y
CU	TL	8	267	0.00704	Y
CU	TL	8	2	0.00704	Y
CU	TL	8	144	0.00704	Y
CU	TL	8	347	0.00704	Y
CU	TL	8	74	0.00704	Y
CU	TL	8	52	0.00704	Y
CU	TL	8	12	0.00704	Y
CU	TL	8	6	0.00704	Y
CU	TL	8	4	0.00704	Y
CU	TL	8	3	0.00704	Y
CU	TL	8	16	0.00704	Y
CU	TL	8	4	0.00704	Y
CU	TL	8	148	0.00704	Y
CU	TL	8	61	0.00704	Y
CU	TL	8	5	0.00704	Y
CU	TL	8	104	0.00704	Y
CU	TL	8	7	0.00704	Y
CU	TL	8	37	0.00704	Y
CU	TL	8	21	0.00704	Y
CU	TL	8	93	0.00704	Y
CU	TL	8	31	0.00704	Y
CU	TL	8	22	0.00704	Y
CU	TL	8	50	0.00704	Y
CU	TL	8	4	0.00704	Y
CU	TL	8	12	0.00704	Y
CU	TL	8	9	0.00704	Y
CU	TL	8	4	0.00704	Y
CU	TL	8	13	0.00704	Y
CU	TL	8	53	0.00704	Y
CU	TL	8	31	0.00704	Y
CU	TL	8	4	0.00704	Y
CU	TL	8	54	0.00704	Y
CU	TL	8	3	0.00704	Y
CU	TL	8	158	0.00704	Y
CU	TL	8	22	0.00704	Y
CU	TL	8	211	0.00704	Y
CU	TL	8	28	0.00704	Y
CU	TL	8	10	0.00704	Y
CU	TL	8	22	0.00704	Y
CU	TL	8	14	0.00699	Y
CU	TL	8	14	0.00699	Y
CU	TL	8	30	0.00699	Y
CU	TL	8	198	0.00699	Y
CU	TL	8	64	0.00699	Y
CU	TL	8	2	0.00699	Y
CU	TL	8	2	0.00699	Y
CU	TL	8	8	0.00699	Y
CU	TL	8	68	0.00699	Y
CU	TL	8	2	0.00699	Y
CU	TL	8	2	0.00699	Y
CU	TL	8	17	0.00699	Y
CU	TL	8	4	0.00699	Y
CU	TL	8	3	0.00699	Y
CU	TL	8	1245	0.00699	Y
CU	TL	8	2	0.00699	Y
CU	TL	8	2	0.00699	Y
CU	TL	8	20	0.00699	Y
CU	TL	8	91	0.00699	Y
CU	TL	8	3	0.00699	Y
CU	TL	8	9	0.00699	Y
CU	TL	8	30	0.00699	Y
CU	TL	8	201	0.00699	Y
CU	TL	8	78	0.00699	Y
CU	TL	8	6	0.00699	Y
CU	TL	8	6	0.00699	Y
CU	TL	8	82	0.00699	Y
CU	TL	8	12	0.00699	Y
CU	TL	8	15	0.00699	Y
CU	TL	8	17	0.00699	Y
CU	TL	8	36	0.00699	Y
CU	TL	8	13	0.00699	Y
CU	TL	8	15	0.00699	Y
CU	TL	8	11	0.00699	Y
CU	TL	8	25	0.00699	Y
CU	TL	8	6	0.00699	Y
CU	TL	8	19	0.00699	Y
CU	TL	8	2	0.00699	Y
CU	TL	8	17	0.00699	Y
CU	TL	8	94	0.00699	Y
CU	TL	8	102	0.00699	Y
CU	TL	8	5	0.00699	Y
CU	TL	8	3	0.00699	Y
CU	TL	8	6	0.00699	Y
CU	TL	8	260	0.00699	Y
CU	TL	8	160	0.00699	Y
CU	TL	8	10	0.00699	Y
CU	TL	8	33	0.00699	Y
CU	TL	8	26	0.00699	Y
CU	TL	8	4	0.00699	Y
CU	TL	8	7	0.00699	Y
CU	TL	8	7	0.00699	Y
CU	TL	8	94	0.00699	Y
CU	TL	8	62	0.00699	Y
CU	TL	8	3	0.00699	Y
CU	TL	8	6	0.00699	Y
CU	TL	8	8	0.00699	Y
CU	TL	8	13	0.00699	Y
CU	TL	8	12	0.00699	Y
CU	TL	8	124	0.00459	Y
CU	TL	8	143	0.00459	Y
CU	TL	8	655	0.00459	Y
CU	TL	8	2	0.00459	Y
CU	TL	8	111	0.00459	Y
CU	TL	8	119	0.00459	Y
CU	TL	8	161	0.00459	Y
CU	TL	8	2	0.00459	Y
CU	TL	8	97	0.00459	Y
CU	TL	8	49	0.00459	Y
CU	TL	8	115	0.00459	Y
CU	TL	8	56	0.00459	Y
CU	TL	8	8	0.00459	Y
CU	TL	8	9	0.00459	Y
CU	TL	8	86	0.00459	Y
CU	TL	8	101	0.00459	Y
CU	TL	8	65	0.00459	Y
CU	TL	8	9	0.00459	Y
CU	TL	8	167	0.00459	Y
CU	TL	8	9	0.00459	Y
CU	TL	8	472	0.00459	Y
CU	TL	8	7	0.00459	Y
CU	TL	8	4	0.00459	Y
CU	TL	8	350	0.00459	Y
CU	TL	8	11	0.00459	Y
CU	TL	8	10	0.00459	Y
CU	TL	8	124	0.00459	Y
CU	TL	8	55	0.00459	Y
CU	TL	8	82	0.00459	Y
CU	TL	8	4	0.00459	Y
CU	TL	8	6	0.00459	Y
CU	TL	8	3	0.00459	Y
CU	TL	8	4	0.00459	Y
CU	TL	8	10	0.00459	Y
CU	TL	8	70	0.00459	Y
CU	TL	8	2	0.00459	Y
CU	TL	8	124	0.00459	Y
CU	TL	8	44	0.00459	Y
CU	TL	8	136	0.00459	Y
CU	TL	8	13	0.00459	Y
CU	TL	8	8	0.00459	Y
CU	TL	8	3	0.00459	Y
CU	TL	8	160	0.00459	Y
CU	TL	8	71	0.00459	Y
CU	TL	8	13	0.00459	Y
CU	TL	8	79	0.00459	Y
CU	TL	8	2	0.00459	Y
CU	TL	8	4	0.00459	Y
CU	TL	8	69	0.00459	Y
CU	TL	8	142	0.00459	Y
CU	TL	8	399	0.00459	Y
CU	TL	8	3	0.00459	Y
CU	TL	8	410	0.00459	Y
CU	TL	8	200	0.00459	Y
CU	TL	8	93	0.00459	Y
CU	TL	8	2	0.00459	Y
CU	TL	8	254	0.00459	Y
CU	TL	8	102	0.00459	Y
CU	TL	8	3	0.00459	Y
CU	TL	8	181	0.00459	Y
CU	TL	8	375	0.00527	Y
CU	TL	8	16	0.00527	Y
CU	TL	8	226	0.00527	Y
CU	TL	8	190	0.00527	Y
CU	TL	8	293	0.00527	Y
CU	TL	8	6	0.00527	Y
CU	TL	8	4	0.00527	Y
CU	TL	8	91	0.00527	Y
CU	TL	8	11	0.00527	Y
CU	TL	8	4	0.00527	Y
CU	TL	8	18	0.00527	Y
CU	TL	8	83	0.00527	Y
CU	TL	8	10	0.00527	Y
CU	TL	8	36	0.00527	Y
CU	TL	8	64	0.00527	Y
CU	TL	8	145	0.00527	Y
CU	TL	8	10	0.00527	Y
CU	TL	8	67	0.00527	Y
CU	TL	8	21	0.00527	Y
CU	TL	8	202	0.00527	Y
CU	TL	8	21	0.00527	Y
CU	TL	8	213	0.00527	Y
CU	TL	8	10	0.00527	Y
CU	TL	8	1633	0.00527	Y
CU	TL	8	2	0.00527	Y
CU	TL	8	14	0.00527	Y
CU	TL	8	146	0.00527	Y
CU	TL	8	22	0.00527	Y
CU	TL	8	7	0.00527	Y
CU	TL	8	218	0.00527	Y
CU	TL	8	81	0.00527	Y
CU	TL	8	75	0.00527	Y
CU	TL	8	246	0.00527	Y
CU	TL	8	260	0.00527	Y
CU	TL	8	22	0.00527	Y
CU	TL	8	418	0.00527	Y
CU	TL	8	31	0.00527	Y
CU	TL	8	3	0.00527	Y
CU	TL	8	8	0.00527	Y
CU	TL	8	149	0.00527	Y
CU	TL	8	2	0.00527	Y
CU	TL	8	102	0.00527	Y
CU	TL	8	93	0.00527	Y
CU	TL	8	12	0.00527	Y
CU	TL	8	20	0.00527	Y
CU	TL	8	348	0.00527	Y
CU	TL	8	26	0.00527	Y
CU	TL	8	2	0.00527	Y
CU	TL	8	38	0.00527	Y
CU	TL	8	169	0.00527	Y
CU	TL	8	19	0.00527	Y
CU	TL	8	2	0.00527	Y
CU	TL	8	4	0.00527	Y
CU	TL	8	155	0.00527	Y
CU	TL	8	3	0.00527	Y
CU	TL	8	2	0.00527	Y
CU	TL	8	93	0.00527	Y
CU	TL	8	19	0.00527	Y
CU	TL	8	11	0.00594	Y
CU	TL	8	3	0.00594	Y
CU	TL	8	14	0.00594	Y
CU	TL	8	4	0.00594	Y
CU	TL	8	34	0.00594	Y
CU	TL	8	234	0.00594	Y
CU	TL	8	2	0.00594	Y
CU	TL	8	59	0.00594	Y
CU	TL	8	79	0.00594	Y
CU	TL	8	3	0.00594	Y
CU	TL	8	174	0.00594	Y
CU	TL	8	26	0.00594	Y
CU	TL	8	173	0.00594	Y
CU	TL	8	97	0.00594	Y
CU	TL	8	13	0.00594	Y
CU	TL	8	104	0.00594	Y
CU	TL	8	91	0.00594	Y
CU	TL	8	61	0.00594	Y
CU	TL	8	32	0.00594	Y
CU	TL	8	145	0.00594	Y
CU	TL	8	7	0.00594	Y
CU	TL	8	132	0.00594	Y
CU	TL	8	158	0.00594	Y
CU	TL	8	4	0.00594	Y
CU	TL	8	12	0.00594	Y
CU	TL	8	62	0.00594	Y
CU	TL	8	58	0.00594	Y
CU	TL	8	2	0.00594	Y
CU	TL	8	149	0.00594	Y
CU	TL	8	18	0.00594	Y
CU	TL	8	8	0.00594	Y
CU	TL	8	2	0.00594	Y
CU	TL	8	13	0.00594	Y
CU	TL	8	17	0.00594	Y
CU	TL	8	5	0.00594	Y
CU	TL	8	7	0.00594	Y
CU	TL	8	41	0.00594	Y
CU	TL	8	47	0.00594	Y
CU	TL	8	424	0.00594	Y
CU	TL	8	221	0.00594	Y
CU	TL	8	162	0.00594	Y
CU	TL	8	67	0.00594	Y
CU	TL	8	28	0.00594	Y
CU	TL	8	2	0.00594	Y
CU	TL	8	2	0.00594	Y
CU	TL	8	252	0.00594	Y
CU	TL	8	43	0.00594	Y
CU	TL	8	184	0.00594	Y
CU	TL	8	171	0.00694	Y
CU	TL	8	218	0.00694	Y
CU	TL	8	109	0.00694	Y
CU	TL	8	174	0.00694	Y
CU	TL	8	79	0.00694	Y
CU	TL	8	71	0.00694	Y
CU	TL	8	206	0.00694	Y
CU	TL	8	44	0.00694	Y
CU	TL	8	36	0.00694	Y
CU	TL	8	74	0.00694	Y
CU	TL	8	67	0.00694	Y
CU	TL	8	1110	0.00694	Y
CU	TL	8	1328	0.00694	Y
CU	TL	8	271	0.00694	Y
CU	TL	8	2	0.00694	Y
CU	TL	8	38	0.00694	Y
CU	TL	8	43	0.00694	Y
CU	TL	8	4	0.00694	Y
CU	TL	8	19	0.00694	Y
CU	TL	8	4	0.00694	Y
CU	TL	8	83	0.00694	Y
CU	TL	8	165	0.00694	Y
CU	TL	8	48	0.00694	Y
CU	TL	8	79	0.00694	Y
CU	TL	8	68	0.00694	Y
CU	TL	8	28	0.00694	Y
CU	TL	8	6	0.00694	Y
CU	TL	8	264	0.00694	Y
CU	TL	8	43	0.00694	Y
CU	TL	8	48	0.00694	Y
CU	TL	8	53	0.00694	Y
CU	TL	8	159	0.00694	Y
CU	TL	8	19	0.00694	Y
CU	TL	8	2	0.00694	Y
CU	TL	8	133	0.00694	Y
CU	TL	8	7	0.00694	Y
CU	TL	8	19	0.00694	Y
CU	TL	8	247	0.00694	Y
CU	TL	8	118	0.00694	Y
CU	TL	8	197	0.00694	Y
CU	TL	8	24	0.00694	Y
CU	TL	8	16	0.00694	Y
CU	TL	8	8	0.00694	Y
CU	TL	8	47	0.00694	Y
CU	TL	8	281	0.00694	Y
CU	TL	8	46	0.00694	Y
CU	TL	8	5	0.00694	Y
CU	TL	8	66	0.00617	Y
CU	TL	8	77	0.00617	Y
CU	TL	8	274	0.00617	Y
CU	TL	8	28	0.00617	Y
CU	TL	8	28	0.00617	Y
CU	TL	8	56	0.00617	Y
CU	TL	8	19	0.00617	Y
CU	TL	8	16	0.00617	Y
CU	TL	8	457	0.00617	Y
CU	TL	8	81	0.00617	Y
CU	TL	8	79	0.00617	Y
CU	TL	8	9	0.00617	Y
CU	TL	8	106	0.00617	Y
CU	TL	8	256	0.00617	Y
CU	TL	8	4	0.00617	Y
CU	TL	8	16	0.00617	Y
CU	TL	8	13	0.00617	Y
CU	TL	8	4	0.00617	Y
CU	TL	8	26	0.00617	Y
CU	TL	8	12	0.00617	Y
CU	TL	8	35	0.00617	Y
CU	TL	8	147	0.00617	Y
CU	TL	8	4	0.00617	Y
CU	TL	8	33	0.00617	Y
CU	TL	8	59	0.00617	Y
CU	TL	8	35	0.00617	Y
CU	TL	8	36	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	48	0.00617	Y
CU	TL	8	16	0.00617	Y
CU	TL	8	65	0.00617	Y
CU	TL	8	7	0.00617	Y
CU	TL	8	71	0.00617	Y
CU	TL	8	48	0.00617	Y
CU	TL	8	12	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	78	0.00617	Y
CU	TL	8	251	0.00617	Y
CU	TL	8	218	0.00617	Y
CU	TL	8	18	0.00617	Y
CU	TL	8	2	0.00617	Y
CU	TL	8	37	0.00617	Y
CU	TL	8	13	0.00617	Y
CU	TL	8	4	0.00617	Y
CU	TL	8	39	0.00508	Y
CU	TL	8	4	0.00508	Y
CU	TL	8	323	0.00508	Y
CU	TL	8	14	0.00508	Y
CU	TL	8	253	0.00508	Y
CU	TL	8	13	0.00508	Y
CU	TL	8	66	0.00508	Y
CU	TL	8	54	0.00508	Y
CU	TL	8	428	0.00508	Y
CU	TL	8	26	0.00508	Y
CU	TL	8	7	0.00508	Y
CU	TL	8	50	0.00508	Y
CU	TL	8	19	0.00508	Y
CU	TL	8	5	0.00508	Y
CU	TL	8	2	0.00508	Y
CU	TL	8	46	0.00508	Y
CU	TL	8	204	0.00508	Y
CU	TL	8	19	0.00508	Y
CU	TL	8	4	0.00508	Y
CU	TL	8	13	0.00508	Y
CU	TL	8	49	0.00508	Y
CU	TL	8	66	0.00508	Y
CU	TL	8	16	0.00508	Y
CU	TL	8	667	0.00508	Y
CU	TL	8	466	0.00508	Y
CU	TL	8	45	0.00508	Y
CU	TL	8	103	0.00508	Y
CU	TL	8	13	0.00508	Y
CU	TL	8	511	0.00508	Y
CU	TL	8	215	0.00508	Y
CU	TL	8	49	0.00508	Y
CU	TL	8	114	0.00508	Y
CU	TL	8	148	0.00508	Y
CU	TL	8	562	0.00508	Y
CU	TL	8	5	0.00508	Y
CU	TL	8	24	0.00508	Y
CU	TL	8	56	0.00508	Y
CU	TL	8	43	0.00508	Y
CU	TL	8	146	0.00508	Y
CU	TL	8	6	0.00508	Y
CU	TL	8	62	0.00508	Y
CU	TL	8	4	0.00508	Y
CU	TL	8	198	0.00508	Y
CU	TL	8	2	0.00508	Y
CU	TL	8	61	0.00508	Y
CU	TL	8	451	0.00502	Y
CU	TL	8	7	0.00502	Y
CU	TL	8	107	0.00502	Y
CU	TL	8	19	0.00502	Y
CU	TL	8	259	0.00502	Y
CU	TL	8	2	0.00502	Y
CU	TL	8	11	0.00502	Y
CU	TL	8	6	0.00502	Y
CU	TL	8	39	0.00502	Y
CU	TL	8	29	0.00502	Y
CU	TL	8	30	0.00502	Y
CU	TL	8	4	0.00502	Y
CU	TL	8	13	0.00502	Y
CU	TL	8	41	0.00502	Y
CU	TL	8	10	0.00502	Y
CU	TL	8	56	0.00502	Y
CU	TL	8	3	0.00502	Y
CU	TL	8	34	0.00502	Y
CU	TL	8	20	0.00502	Y
CU	TL	8	5	0.00502	Y
CU	TL	8	53	0.00502	Y
CU	TL	8	6	0.00502	Y
CU	TL	8	321	0.00502	Y
CU	TL	8	221	0.00502	Y
CU	TL	8	130	0.00502	Y
CU	TL	8	14	0.00502	Y
CU	TL	8	10	0.00502	Y
CU	TL	8	44	0.00502	Y
CU	TL	8	2	0.00502	Y
CU	TL	8	113	0.00502	Y
CU	TL	8	71	0.00502	Y
CU	TL	8	4	0.00502	Y
CU	TL	8	65	0.00502	Y
CU	TL	8	4	0.00502	Y
CU	TL	8	135	0.00502	Y
CU	TL	8	2	0.00502	Y
CU	TL	8	171	0.00502	Y
CU	TL	8	245	0.00502	Y
CU	TL	8	62	0.00502	Y
CU	TL	8	13	0.00502	Y
CU	TL	8	128	0.00502	Y
CU	TL	8	140	0.00502	Y
CU	TL	8	13	0.00502	Y
CU	TL	8	32	0.00502	Y
CU	TL	8	269	0.00502	Y
CU	TL	8	44	0.00502	Y
CU	TL	8	3	0.00502	Y
CU	TL	8	6	0.00502	Y
CU	TL	8	2	0.00502	Y
CU	TL	8	93	0.00502	Y
CU	TL	8	3	0.00502	Y
CU	TL	8	324	0.00502	Y
CU	TL	8	5	0.00502	Y
CU	TL	8	6	0.00502	Y
CU	TL	8	91	0.00502	Y
CU	TL	9	14	0.00532	Y
CU	TL	9	20	0.00532	Y
CU	TL	9	17	0.00532	Y
CU	TL	9	13	0.00532	Y
CU	TL	9	10	0.00532	Y
CU	TL	9	55	0.00532	Y
CU	TL	9	4	0.00532	Y
CU	TL	9	418	0.00532	Y
CU	TL	9	3	0.00532	Y
CU	TL	9	40	0.00532	Y
CU	TL	9	79	0.00532	Y
CU	TL	9	16	0.00532	Y
CU	TL	9	31	0.00532	Y
CU	TL	9	2	0.00532	Y
CU	TL	9	3	0.00532	Y
CU	TL	9	718	0.00532	Y
CU	TL	9	8	0.00532	Y
CU	TL	9	39	0.00532	Y
CU	TL	9	7	0.00532	Y
CU	TL	9	7	0.00532	Y
CU	TL	9	3	0.00532	Y
CU	TL	9	99	0.00532	Y
