Donor_Arr	Recipient_Arr	Region	Length	Psi	exclude
CU	CH	14	252	0.00032	N
CU	CH	14	95	0.00032	N
CU	CH	14	651	0.00032	N
CU	CH	14	571	0.00032	N
CU	CH	14	212	0.00032	N
CU	CH	14	2	0.00032	N
CU	CH	14	1067	0.00032	N
CU	CH	14	8	0.00032	N
CU	CH	14	14969	0.0004	N
CU	CH	14	10551	0.0004	N
CU	CH	14	7425	0.0004	N
CU	CH	14	5	0.0004	N
CU	CH	14	15680	0.0004	N
CU	CH	14	2980	0.0004	N
CU	CH	14	319	0.0004	N
CU	CH	14	59	0.0004	N
CU	CH	14	28	0.0004	N
CU	CH	14	13	0.0004	N
CU	CH	14	16600	0.0004	N
CU	CH	14	6407	0.0004	N
CU	CH	14	963	0.0004	N
CU	CH	14	4981	0.0004	N
CU	CH	14	2387	0.0004	N
CU	CH	14	10914	0.0004	N
CU	CH	14	2	0.0004	N
CU	CH	14	547	0.0004	N
CU	CH	14	7077	0.0004	N
CU	CH	14	1473	0.0004	N
CU	CH	14	241	0.0004	N
CU	CH	14	6488	0.0004	N
CU	CH	14	34933	0.0004	N
PP	CH	1	25781	0.00006	N
PP	CH	1	9559	0.00006	N
PP	CH	1	48888	0.00012	N
PP	CH	1	42111	0.00012	N
PP	CH	1	11350	0.00012	N
PP	CH	1	117081	0.00012	N
PP	CH	1	7874	0.00012	N
PP	CH	1	22	0.0003	N
PP	CH	1	1650	0.0003	N
PP	CH	1	30	0.0003	N
PP	CH	1	3648	0.0003	N
PP	CH	1	120	0.0003	N
PP	CH	1	838	0.0003	N
PP	CH	1	535	0.0003	N
PP	CH	1	189	0.0003	N
PP	CH	1	12865	0.0003	N
PP	CH	1	5556	0.0003	N
PP	CH	1	3869	0.0003	N
PP	CH	1	259	0.0003	N
PP	CH	1	11311	0.0003	N
PP	CH	1	24	0.00032	N
PP	CH	1	332	0.00032	N
PP	CH	1	3535	0.00032	N
PP	CH	1	455	0.00032	N
PP	CH	1	55	0.00032	N
PP	CH	1	7391	0.00032	N
PP	CH	1	41611	0.00032	N
PP	CH	1	4481	0.00032	N
PP	CH	1	779	0.00032	N
PP	CH	1	9	0.00032	N
PP	CH	1	7	0.00032	N
PP	CH	1	4586	0.00032	N
PP	CH	1	21975	0.00032	N
PP	CH	1	11672	0.00032	N
PP	CH	1	22801	0.00046	N
PP	CH	1	19	0.00046	N
PP	CH	1	5458	0.00046	N
PP	CH	1	4545	0.00046	N
PP	CH	1	3195	0.00046	N
PP	CH	1	11	0.00046	N
PP	CH	1	2	0.00046	N
PP	CH	1	1767	0.00046	N
PP	CH	1	61	0.00046	N
PP	CH	1	271	0.00046	N
PP	CH	1	1032	0.00046	N
PP	CH	1	17	0.00046	N
PP	CH	1	3539	0.00046	N
PP	CH	1	1619	0.00021	N
PP	CH	1	8800	0.00021	N
PP	CH	1	487	0.00021	N
PP	CH	1	6249	0.00021	N
PP	CH	1	4111	0.00021	N
PP	CH	1	3322	0.00021	N
PP	CH	1	1392	0.00021	N
PP	CH	1	3965	0.00021	N
PP	CH	1	248	0.00021	N
PP	CH	1	6422	0.00021	N
PP	CH	1	2	0.00021	N
PP	CH	1	11781	0.00021	N
PP	CH	1	52	0.00015	N
PP	CH	1	31883	0.00015	N
PP	CH	1	11758	0.00015	N
PP	CH	1	2327	0.00015	N
PP	CH	1	8240	0.00015	N
PP	CH	1	4231	0.00015	N
PP	CH	2	6	0.00045	N
PP	CH	2	6	0.00045	N
PP	CH	2	1451	0.00045	N
PP	CH	2	4426	0.00045	N
PP	CH	2	1333	0.00045	N
PP	CH	2	248	0.00045	N
PP	CH	2	698	0.00045	N
PP	CH	2	945	0.00045	N
PP	CH	2	6035	0.00045	N
PP	CH	2	3	0.00045	N
PP	CH	2	126	0.00045	N
PP	CH	2	52	0.00045	N
PP	CH	2	101	0.00045	N
PP	CH	2	539	0.00088	N
PP	CH	2	4171	0.00088	N
PP	CH	2	64	0.00088	N
PP	CH	2	107	0.00088	N
PP	CH	2	1825	0.00088	N
PP	CH	2	828	0.00088	N
PP	CH	2	2817	0.00088	N
PP	CH	2	16	0.00088	N
PP	CH	2	293	0.00088	N
PP	CH	2	186	0.00088	N
PP	CH	2	42	0.00088	N
PP	CH	2	11	0.00088	N
PP	CH	2	59	0.00088	N
PP	CH	2	57	0.00088	N
PP	CH	2	23	0.00088	N
PP	CH	2	10	0.00088	N
PP	CH	2	12	0.00088	N
PP	CH	2	215	0.00088	N
PP	CH	2	911	0.00088	N
PP	CH	2	5474	0.00088	N
PP	CH	2	800	0.00088	N
PP	CH	2	156	0.00088	N
PP	CH	2	3453	0.00088	N
PP	CH	2	13	0.00088	N
PP	CH	2	1487	0.00088	N
PP	CH	2	4	0.00088	N
PP	CH	2	669	0.00088	N
PP	CH	2	112	0.00088	N
PP	CH	2	473	0.00088	N
PP	CH	2	2	0.00088	N
PP	CH	2	25	0.00088	N
PP	CH	2	199	0.00395	N
PP	CH	2	625	0.00395	N
PP	CH	2	315	0.00395	N
PP	CH	2	479	0.00395	N
PP	CH	2	119	0.00395	N
PP	CH	2	10	0.00395	N
PP	CH	2	1392	0.00395	N
PP	CH	2	1849	0.00395	N
PP	CH	2	298	0.00395	N
PP	CH	2	228	0.00395	N
PP	CH	2	41	0.00395	N
PP	CH	2	597	0.00395	N
PP	CH	2	12	0.00395	N
PP	CH	2	7	0.00395	N
PP	CH	2	2406	0.00395	N
PP	CH	2	244	0.00395	N
PP	CH	2	8	0.00395	N
PP	CH	2	322	0.00395	N
PP	CH	2	37	0.00395	N
PP	CH	2	50	0.00395	N
PP	CH	2	2	0.00395	N
PP	CH	2	1419	0.00395	N
PP	CH	2	5552	0.00395	N
PP	CH	2	188	0.00395	N
PP	CH	2	991	0.00395	N
PP	CH	2	49	0.00395	N
PP	CH	2	5	0.00395	N
PP	CH	2	43	0.00395	N
PP	CH	2	2	0.00395	N
PP	CH	2	273	0.00395	N
PP	CH	2	586	0.00395	N
PP	CH	2	5297	0.00395	N
PP	CH	2	14	0.00395	N
PP	CH	2	10	0.00395	N
PP	CH	2	1292	0.00395	N
PP	CH	2	2	0.00395	N
PP	CH	2	7	0.00395	N
PP	CH	2	1715	0.00395	N
PP	CH	2	16	0.00395	N
PP	CH	2	119	0.00395	N
PP	CH	2	76	0.00395	N
PP	CH	3	30	0.00935	N
PP	CH	3	43	0.00935	N
PP	CH	3	121	0.00935	N
PP	CH	3	10	0.00935	N
PP	CH	3	645	0.00935	N
PP	CH	3	345	0.00935	N
PP	CH	3	26	0.00935	N
PP	CH	3	28	0.00935	N
PP	CH	3	182	0.00935	N
PP	CH	3	43	0.00935	N
PP	CH	3	8	0.00935	N
PP	CH	3	743	0.00935	N
PP	CH	3	24	0.00935	N
PP	CH	3	15	0.00935	N
PP	CH	3	31	0.00935	N
PP	CH	3	13	0.00935	N
PP	CH	3	2	0.00935	N
PP	CH	3	25	0.00935	N
PP	CH	3	451	0.00935	N
PP	CH	3	2	0.00935	N
PP	CH	3	70	0.00935	N
PP	CH	3	18	0.00935	N
PP	CH	3	996	0.00935	N
PP	CH	3	273	0.00935	N
PP	CH	3	23	0.00935	N
PP	CH	3	2	0.00935	N
PP	CH	3	12	0.00935	N
PP	CH	3	96	0.01052	N
PP	CH	3	2	0.01052	N
PP	CH	3	2	0.01052	N
PP	CH	3	208	0.01052	N
PP	CH	3	175	0.01052	N
PP	CH	3	183	0.01052	N
PP	CH	3	27	0.01052	N
PP	CH	3	8	0.01052	N
PP	CH	3	505	0.01052	N
PP	CH	3	146	0.01052	N
PP	CH	3	132	0.01052	N
PP	CH	3	7	0.01052	N
PP	CH	3	28	0.01052	N
PP	CH	3	12	0.01052	N
PP	CH	3	409	0.01052	N
PP	CH	3	51	0.01052	N
PP	CH	3	59	0.01052	N
PP	CH	3	5	0.01052	N
PP	CH	3	199	0.01052	N
PP	CH	3	393	0.01052	N
PP	CH	3	364	0.01052	N
PP	CH	3	2	0.01052	N
PP	CH	3	129	0.01052	N
PP	CH	3	11	0.01052	N
PP	CH	3	618	0.01052	N
PP	CH	3	12	0.01052	N
PP	CH	3	113	0.01052	N
PP	CH	3	24	0.01052	N
PP	CH	3	6	0.01052	N
PP	CH	3	11	0.01052	N
PP	CH	3	22	0.01052	N
PP	CH	3	70	0.01052	N
PP	CH	3	454	0.01052	N
PP	CH	3	7	0.01201	N
PP	CH	3	10	0.01201	N
PP	CH	3	87	0.01201	N
PP	CH	3	254	0.01201	N
PP	CH	3	12	0.01201	N
PP	CH	3	18	0.01201	N
PP	CH	3	17	0.01201	N
PP	CH	3	174	0.01201	N
PP	CH	3	308	0.01201	N
PP	CH	3	55	0.01201	N
PP	CH	3	185	0.01201	N
PP	CH	3	58	0.01201	N
PP	CH	3	732	0.01201	N
PP	CH	3	10	0.01201	N
PP	CH	3	253	0.01201	N
PP	CH	3	23	0.01201	N
PP	CH	3	2	0.01201	N
PP	CH	3	13	0.01201	N
PP	CH	3	6	0.01201	N
PP	CH	3	7	0.01201	N
PP	CH	3	12	0.01201	N
PP	CH	3	5	0.01201	N
PP	CH	3	4	0.01201	N
PP	CH	3	2	0.01201	N
PP	CH	3	25	0.01201	N
PP	CH	3	20	0.01201	N
PP	CH	3	294	0.01201	N
PP	CH	3	4	0.01201	N
PP	CH	3	10	0.01201	N
PP	CH	3	38	0.01201	N
PP	CH	3	205	0.01201	N
PP	CH	3	314	0.01201	N
PP	CH	3	39	0.01201	N
PP	CH	3	13	0.01201	N
PP	CH	3	9	0.01201	N
PP	CH	3	82	0.01201	N
PP	CH	3	19	0.01201	N
PP	CH	3	13	0.01201	N
PP	CH	3	64	0.01201	N
PP	CH	3	29	0.01159	N
PP	CH	3	36	0.01159	N
PP	CH	3	3	0.01159	N
PP	CH	3	43	0.01159	N
PP	CH	3	12	0.01159	N
PP	CH	3	4	0.01159	N
PP	CH	3	49	0.01159	N
PP	CH	3	738	0.01159	N
PP	CH	3	311	0.01159	N
PP	CH	3	3	0.01159	N
PP	CH	3	111	0.01159	N
PP	CH	3	2	0.01159	N
PP	CH	3	15	0.01159	N
PP	CH	3	8	0.01159	N
PP	CH	3	594	0.01159	N
PP	CH	3	30	0.01159	N
PP	CH	3	279	0.01159	N
PP	CH	3	11	0.01159	N
PP	CH	3	7	0.01159	N
PP	CH	3	24	0.01159	N
PP	CH	3	20	0.01159	N
PP	CH	3	11	0.01159	N
PP	CH	3	6	0.01159	N
PP	CH	3	71	0.01159	N
PP	CH	3	32	0.01159	N
PP	CH	3	190	0.01159	N
PP	CH	3	2	0.01159	N
PP	CH	3	16	0.01159	N
PP	CH	3	17	0.01159	N
PP	CH	3	27	0.01159	N
PP	CH	3	646	0.01159	N
PP	CH	3	16	0.01159	N
PP	CH	3	218	0.01159	N
PP	CH	3	35	0.01159	N
PP	CH	3	187	0.01159	N
PP	CH	3	19	0.01159	N
PP	CH	3	15	0.01159	N
PP	CH	3	85	0.01159	N
PP	CH	3	30	0.01159	N
PP	CH	3	97	0.01159	N
PP	CH	3	31	0.01159	N
PP	CH	3	9	0.01159	N
PP	CH	3	6	0.00962	N
PP	CH	3	13	0.00962	N
PP	CH	3	7	0.00962	N
PP	CH	3	47	0.00962	N
PP	CH	3	67	0.00962	N
PP	CH	3	5	0.00962	N
PP	CH	3	57	0.00962	N
PP	CH	3	2	0.00962	N
PP	CH	3	89	0.00962	N
PP	CH	3	55	0.00962	N
PP	CH	3	204	0.00962	N
PP	CH	3	3	0.00962	N
PP	CH	3	20	0.00962	N
PP	CH	3	30	0.00962	N
PP	CH	3	3	0.00962	N
PP	CH	3	28	0.00962	N
PP	CH	3	10	0.00962	N
PP	CH	3	53	0.00962	N
PP	CH	3	188	0.00962	N
PP	CH	3	2	0.00962	N
PP	CH	3	743	0.00962	N
PP	CH	3	19	0.00962	N
PP	CH	3	29	0.00962	N
PP	CH	3	4	0.00962	N
PP	CH	3	24	0.00962	N
PP	CH	3	16	0.00962	N
PP	CH	3	3	0.00962	N
PP	CH	3	3	0.00962	N
PP	CH	3	49	0.00962	N
PP	CH	3	2	0.00962	N
PP	CH	3	69	0.00962	N
PP	CH	3	4	0.00962	N
PP	CH	3	229	0.00962	N
PP	CH	3	769	0.00962	N
PP	CH	3	48	0.00962	N
PP	CH	3	18	0.00962	N
PP	CH	3	33	0.00962	N
PP	CH	3	101	0.00962	N
PP	CH	3	59	0.00962	N
PP	CH	3	11	0.00877	N
PP	CH	3	95	0.00877	N
PP	CH	3	10	0.00877	N
PP	CH	3	600	0.00877	N
PP	CH	3	410	0.00877	N
PP	CH	3	2	0.00877	N
PP	CH	3	336	0.00877	N
PP	CH	3	10	0.00877	N
PP	CH	3	62	0.00877	N
PP	CH	3	49	0.00877	N
PP	CH	3	39	0.00877	N
PP	CH	3	5	0.00877	N
PP	CH	3	110	0.00877	N
PP	CH	3	23	0.00877	N
PP	CH	3	26	0.00877	N
PP	CH	3	472	0.00877	N
PP	CH	3	2	0.00877	N
PP	CH	3	70	0.00877	N
PP	CH	3	8	0.00877	N
PP	CH	3	18	0.00877	N
PP	CH	3	189	0.00877	N
PP	CH	3	91	0.00877	N
PP	CH	3	26	0.00877	N
PP	CH	3	15	0.00877	N
PP	CH	3	28	0.00877	N
PP	CH	3	22	0.00877	N
PP	CH	3	39	0.00877	N
PP	CH	3	57	0.00877	N
PP	CH	3	123	0.00877	N
PP	CH	3	52	0.00877	N
PP	CH	3	49	0.00877	N
PP	CH	3	7	0.00877	N
PP	CH	3	9	0.00877	N
PP	CH	3	22	0.00877	N
PP	CH	3	9	0.00877	N
PP	CH	3	50	0.01019	N
PP	CH	3	2	0.01019	N
PP	CH	3	214	0.01019	N
PP	CH	3	34	0.01019	N
PP	CH	3	56	0.01019	N
PP	CH	3	8	0.01019	N
PP	CH	3	7	0.01019	N
PP	CH	3	9	0.01019	N
PP	CH	3	7	0.01019	N
PP	CH	3	81	0.01019	N
PP	CH	3	245	0.01019	N
PP	CH	3	41	0.01019	N
PP	CH	3	7	0.01019	N
PP	CH	3	41	0.01019	N
PP	CH	3	13	0.01019	N
PP	CH	3	65	0.01019	N
PP	CH	3	32	0.01019	N
PP	CH	3	28	0.01019	N
PP	CH	3	176	0.01019	N
PP	CH	3	32	0.01019	N
PP	CH	3	2	0.01019	N
PP	CH	3	139	0.01019	N
PP	CH	3	51	0.01019	N
PP	CH	3	98	0.01019	N
PP	CH	3	3	0.01019	N
PP	CH	3	12	0.01019	N
PP	CH	3	1013	0.01019	N
PP	CH	3	7	0.01019	N
PP	CH	3	4339	0.01019	N
PP	CH	3	252	0.01019	N
PP	CH	3	29	0.01019	N
PP	CH	3	1028	0.01019	N
PP	CH	3	2	0.01019	N
PP	CH	3	312	0.01019	N
PP	CH	3	22	0.01019	N
PP	CH	3	73	0.01019	N
PP	CH	3	424	0.01019	N
PP	CH	3	834	0.00807	N
PP	CH	3	22	0.00807	N
PP	CH	3	18	0.00807	N
PP	CH	3	17	0.00807	N
PP	CH	3	2	0.00807	N
PP	CH	3	388	0.00807	N
PP	CH	3	6	0.00807	N
PP	CH	3	52	0.00807	N
PP	CH	3	2603	0.00807	N
PP	CH	3	79	0.00807	N
PP	CH	3	24	0.00807	N
PP	CH	3	256	0.00807	N
PP	CH	3	1427	0.00807	N
PP	CH	3	7614	0.00807	N
PP	CH	3	6	0.00807	N
PP	CH	3	126	0.00807	N
PP	CH	3	798	0.00807	N
PP	CH	3	77	0.00807	N
PP	CH	3	47	0.00807	N
PP	CH	3	55	0.00807	N
PP	CH	3	50	0.00807	N
PP	CH	3	21	0.00807	N
PP	CH	3	115	0.00807	N
PP	CH	3	79	0.00807	N
PP	CH	3	533	0.00807	N
PP	CH	3	184	0.00807	N
PP	CH	3	432	0.00807	N
PP	CH	3	743	0.00807	N
PP	CH	3	23	0.00807	N
PP	CH	3	37	0.00807	N
PP	CH	3	8	0.00807	N
PP	CH	3	150	0.00807	N
PP	CH	3	14	0.00807	N
PP	CH	3	3445	0.00807	N
PP	CH	3	853	0.00807	N
PP	CH	3	746	0.00807	N
PP	CH	3	425	0.00807	N
PP	CH	3	12	0.00807	N
PP	CH	3	2	0.00807	N
PP	CH	3	269	0.00807	N
PP	CH	3	52	0.00807	N
PP	CH	3	175	0.00807	N
PP	CH	3	839	0.00807	N
PP	CH	3	573	0.00807	N
PP	CH	3	56	0.00807	N
PP	CH	3	10	0.00807	N
PP	CH	3	89	0.00807	N
PP	CH	3	181	0.00807	N
PP	CH	3	360	0.00807	N
PP	CH	3	45	0.00807	N
PP	CH	3	4	0.00807	N
PP	CH	3	26	0.00807	N
PP	CH	3	209	0.00807	N
PP	CH	3	30	0.00807	N
PP	CH	3	13	0.00807	N
PP	CH	3	135	0.00807	N
PP	CH	3	14	0.00807	N
PP	CH	3	761	0.00807	N
PP	CH	3	986	0.00807	N
PP	CH	3	2342	0.00807	N
PP	CH	3	1044	0.00807	N
PP	CH	3	86	0.00807	N
PP	CH	3	1013	0.00807	N
PP	CH	3	41	0.00807	N
PP	CH	3	14	0.00807	N
PP	CH	3	9	0.00807	N
PP	CH	3	61	0.00807	N
PP	CH	3	40	0.00807	N
PP	CH	3	33	0.00807	N
PP	CH	3	27	0.00807	N
PP	CH	3	10	0.00807	N
PP	CH	3	592	0.00807	N
PP	CH	3	27	0.00807	N
PP	CH	3	352	0.00807	N
PP	CH	3	33	0.00807	N
PP	CH	3	28	0.00807	N
PP	CH	3	14	0.0072	N
PP	CH	3	306	0.0072	N
PP	CH	3	594	0.0072	N
PP	CH	3	747	0.0072	N
PP	CH	3	2	0.0072	N
PP	CH	3	388	0.0072	N
PP	CH	3	5	0.0072	N
PP	CH	3	227	0.0072	N
PP	CH	3	1006	0.0072	N
PP	CH	3	98	0.0072	N
PP	CH	3	1193	0.0072	N
PP	CH	3	12	0.0072	N
PP	CH	3	210	0.0072	N
PP	CH	3	1075	0.0072	N
PP	CH	3	6	0.0072	N
PP	CH	3	2	0.0072	N
PP	CH	3	85	0.0072	N
PP	CH	3	729	0.0072	N
PP	CH	3	3	0.0072	N
PP	CH	3	1191	0.0072	N
PP	CH	3	348	0.0072	N
PP	CH	3	5	0.0072	N
PP	CH	3	27	0.0072	N
PP	CH	3	19	0.0072	N
PP	CH	3	533	0.0072	N
PP	CH	3	15	0.0072	N
PP	CH	3	22	0.0072	N
PP	CH	3	566	0.0072	N
PP	CH	3	122	0.0072	N
PP	CH	3	103	0.0072	N
PP	CH	3	10	0.0072	N
PP	CH	3	2960	0.0072	N
PP	CH	3	486	0.0072	N
PP	CH	3	251	0.0072	N
PP	CH	3	346	0.0072	N
PP	CH	3	3	0.0072	N
PP	CH	3	770	0.0072	N
PP	CH	3	9	0.0072	N
PP	CH	3	92	0.0072	N
PP	CH	3	429	0.0072	N
PP	CH	3	160	0.0072	N
PP	CH	3	45	0.0072	N
PP	CH	3	88	0.0072	N
PP	CH	3	6	0.0072	N
PP	CH	3	115	0.0072	N
PP	CH	3	52	0.0072	N
PP	CH	3	25	0.0072	N
PP	CH	3	868	0.0072	N
PP	CH	3	416	0.0072	N
PP	CH	3	241	0.0072	N
PP	CH	3	6	0.0072	N
PP	CH	3	2	0.0072	N
PP	CH	3	239	0.0072	N
PP	CH	3	354	0.0072	N
PP	CH	3	14	0.0072	N
PP	CH	3	202	0.0072	N
PP	CH	3	182	0.0072	N
PP	CH	3	10	0.0072	N
PP	CH	3	16	0.0072	N
PP	CH	3	2	0.0072	N
PP	CH	3	92	0.0072	N
PP	CH	3	3	0.0072	N
PP	CH	3	431	0.0072	N
PP	CH	3	27	0.0072	N
PP	CH	3	857	0.0072	N
PP	CH	3	7	0.0072	N
PP	CH	3	2	0.0072	N
PP	CH	3	2520	0.0072	N
PP	CH	3	366	0.0072	N
PP	CH	3	51	0.0072	N
PP	CH	3	25	0.0072	N
PP	CH	3	27	0.00707	N
PP	CH	3	222	0.00707	N
PP	CH	3	4	0.00707	N
PP	CH	3	4	0.00707	N
PP	CH	3	2	0.00707	N
PP	CH	3	156	0.00707	N
PP	CH	3	713	0.00707	N
PP	CH	3	2	0.00707	N
PP	CH	3	11	0.00707	N
PP	CH	3	168	0.00707	N
PP	CH	3	485	0.00707	N
PP	CH	3	558	0.00707	N
PP	CH	3	14	0.00707	N
PP	CH	3	112	0.00707	N
PP	CH	3	328	0.00707	N
PP	CH	3	3	0.00707	N
PP	CH	3	18	0.00707	N
PP	CH	3	479	0.00707	N
PP	CH	3	135	0.00707	N
PP	CH	3	22	0.00707	N
PP	CH	3	166	0.00707	N
PP	CH	3	17	0.00707	N
PP	CH	3	443	0.00707	N
PP	CH	3	1075	0.00707	N
PP	CH	3	2168	0.00707	N
PP	CH	3	14	0.00707	N
PP	CH	3	84	0.00707	N
PP	CH	3	157	0.00707	N
PP	CH	3	39	0.00707	N
PP	CH	3	40	0.00707	N
PP	CH	3	4	0.00707	N
PP	CH	3	1143	0.00707	N
PP	CH	3	25	0.00707	N
PP	CH	3	13	0.00707	N
PP	CH	3	251	0.00707	N
PP	CH	3	38	0.00707	N
PP	CH	3	589	0.00707	N
PP	CH	3	14	0.00707	N
PP	CH	3	93	0.00707	N
PP	CH	3	153	0.00707	N
PP	CH	3	146	0.00707	N
PP	CH	3	887	0.00707	N
PP	CH	3	334	0.00707	N
PP	CH	3	9	0.00707	N
PP	CH	3	133	0.00707	N
PP	CH	3	6	0.00707	N
PP	CH	3	201	0.00707	N
PP	CH	3	34	0.00707	N
PP	CH	3	47	0.00707	N
PP	CH	3	100	0.01123	N
PP	CH	3	23	0.01123	N
PP	CH	3	878	0.01123	N
PP	CH	3	32	0.01123	N
PP	CH	3	15	0.01123	N
PP	CH	3	295	0.01123	N
PP	CH	3	880	0.01123	N
PP	CH	3	489	0.01123	N
PP	CH	3	15	0.01123	N
PP	CH	3	166	0.01123	N
PP	CH	3	39	0.01123	N
PP	CH	3	21	0.01123	N
PP	CH	3	145	0.01123	N
PP	CH	3	375	0.01123	N
PP	CH	3	49	0.01123	N
PP	CH	3	5	0.01123	N
PP	CH	3	269	0.01123	N
PP	CH	3	77	0.01123	N
PP	CH	3	12	0.01123	N
PP	CH	3	2	0.01123	N
PP	CH	3	78	0.01123	N
PP	CH	3	4	0.01123	N
PP	CH	3	2	0.01123	N
PP	CH	3	47	0.01123	N
PP	CH	3	2	0.01123	N
PP	CH	3	78	0.01123	N
PP	CH	3	51	0.01123	N
PP	CH	3	5	0.01123	N
PP	CH	3	20	0.01123	N
PP	CH	3	1245	0.01123	N
PP	CH	3	19	0.01123	N
PP	CH	3	6	0.01123	N
PP	CH	3	22	0.01123	N
PP	CH	3	84	0.01123	N
PP	CH	3	17	0.01123	N
PP	CH	3	61	0.01123	N
PP	CH	3	169	0.01123	N
PP	CH	3	37	0.01123	N
PP	CH	3	7	0.01123	N
PP	CH	3	2	0.01123	N
PP	CH	3	461	0.01123	N
PP	CH	3	67	0.01123	N
PP	CH	3	4	0.01123	N
PP	CH	3	55	0.01123	N
PP	CH	3	509	0.01123	N
PP	CH	3	118	0.01123	N
PP	CH	3	67	0.01123	N
PP	CH	3	25	0.01123	N
PP	CH	3	2	0.01123	N
PP	CH	3	364	0.01123	N
PP	CH	3	107	0.01123	N
PP	CH	3	4	0.01123	N
PP	CH	3	507	0.01123	N
PP	CH	3	2	0.01123	N
PP	CH	3	204	0.01123	N
PP	CH	3	129	0.01123	N
PP	CH	3	49	0.01123	N
PP	CH	3	956	0.01123	N
PP	CH	3	2	0.01123	N
PP	CH	3	89	0.01123	N
PP	CH	3	26	0.01123	N
PP	CH	3	33	0.01123	N
PP	CH	3	556	0.01123	N
PP	CH	3	10	0.01123	N
PP	CH	3	46	0.01123	N
PP	CH	3	418	0.01123	N
PP	CH	3	23	0.01123	N
PP	CH	3	433	0.01123	N
PP	CH	3	26	0.01123	N
PP	CH	3	38	0.01123	N
PP	CH	3	19	0.01123	N
PP	CH	3	12	0.01123	N
PP	CH	3	62	0.01123	N
PP	CH	3	7	0.01123	N
PP	CH	3	98	0.01123	N
PP	CH	3	12	0.01123	N
PP	CH	3	639	0.01123	N
PP	CH	3	5057	0.00866	N
PP	CH	3	6115	0.00866	N
PP	CH	3	100	0.00866	N
PP	CH	3	2	0.00866	N
PP	CH	3	735	0.00866	N
PP	CH	3	2	0.00866	N
PP	CH	3	163	0.00866	N
PP	CH	3	1244	0.00866	N
PP	CH	3	1236	0.00866	N
PP	CH	3	49	0.00866	N
PP	CH	3	98	0.00866	N
PP	CH	3	533	0.00866	N
PP	CH	3	154	0.00866	N
PP	CH	3	3	0.00866	N
PP	CH	3	35	0.00866	N
PP	CH	3	14	0.00866	N
PP	CH	3	99	0.00866	N
PP	CH	3	918	0.00866	N
PP	CH	3	1384	0.00866	N
PP	CH	3	132	0.00866	N
PP	CH	3	2246	0.00866	N
PP	CH	3	34	0.00866	N
PP	CH	3	47	0.00866	N
PP	CH	3	4	0.00866	N
PP	CH	3	637	0.00866	N
PP	CH	3	39	0.00866	N
PP	CH	3	86	0.00866	N
PP	CH	3	36	0.00866	N
PP	CH	3	347	0.00866	N
PP	CH	3	4	0.00866	N
PP	CH	3	25	0.00866	N
PP	CH	3	39	0.00866	N
PP	CH	3	91	0.00866	N
PP	CH	3	78	0.00866	N
PP	CH	3	53	0.00866	N
PP	CH	3	103	0.00866	N
PP	CH	3	214	0.00866	N
PP	CH	3	6	0.00866	N
PP	CH	3	4	0.00866	N
PP	CH	3	8	0.00866	N
PP	CH	3	65	0.00866	N
PP	CH	3	95	0.00866	N
PP	CH	3	479	0.00866	N
PP	CH	3	107	0.00866	N
PP	CH	3	4	0.00866	N
PP	CH	3	130	0.00866	N
PP	CH	3	17	0.00774	N
PP	CH	3	543	0.00774	N
PP	CH	3	2	0.00774	N
PP	CH	3	279	0.00774	N
PP	CH	3	24	0.00774	N
PP	CH	3	111	0.00774	N
PP	CH	3	574	0.00774	N
PP	CH	3	8	0.00774	N
PP	CH	3	184	0.00774	N
PP	CH	3	2	0.00774	N
PP	CH	3	447	0.00774	N
PP	CH	3	1097	0.00774	N
PP	CH	3	38	0.00774	N
PP	CH	3	1063	0.00774	N
PP	CH	3	19	0.00774	N
PP	CH	3	20	0.00774	N
PP	CH	3	2	0.00774	N
PP	CH	3	232	0.00774	N
PP	CH	3	14	0.00774	N
PP	CH	3	119	0.00774	N
PP	CH	3	41	0.00774	N
PP	CH	3	7	0.00774	N
PP	CH	3	116	0.00774	N
PP	CH	3	953	0.00774	N
PP	CH	3	96	0.00774	N
PP	CH	3	22	0.00774	N
PP	CH	3	360	0.00774	N
PP	CH	3	79	0.00774	N
PP	CH	3	746	0.00774	N
PP	CH	3	26	0.00774	N
PP	CH	3	148	0.00774	N
PP	CH	3	9	0.00774	N
PP	CH	3	37	0.00774	N
PP	CH	3	683	0.00774	N
PP	CH	3	15	0.00774	N
PP	CH	3	547	0.00774	N
PP	CH	3	48	0.00774	N
PP	CH	3	594	0.00774	N
PP	CH	3	395	0.00774	N
PP	CH	3	4	0.00774	N
PP	CH	3	18	0.00774	N
PP	CH	3	115	0.00774	N
PP	CH	3	149	0.00774	N
PP	CH	3	178	0.00774	N
PP	CH	3	368	0.00774	N
PP	CH	3	25	0.00774	N
PP	CH	3	827	0.00774	N
PP	CH	3	785	0.00774	N
PP	CH	3	178	0.00774	N
PP	CH	3	3131	0.00774	N
PP	CH	3	1966	0.00774	N
PP	CH	3	9	0.00774	N
PP	CH	3	73	0.00774	N
PP	CH	3	26	0.0107	N
PP	CH	3	3	0.0107	N
PP	CH	3	9	0.0107	N
PP	CH	3	15	0.0107	N
PP	CH	3	2	0.0107	N
PP	CH	3	4	0.0107	N
PP	CH	3	10	0.0107	N
PP	CH	3	233	0.0107	N
PP	CH	3	42	0.0107	N
PP	CH	3	384	0.0107	N
