 261
   548	0.00820
   130	0.00820
    20	0.00820
     9	0.00820
    16	0.00820
  4742	0.00820
   411	0.00820
   105	0.00820
   139	0.00820
   381	0.00820
   180	0.00820
   164	0.00820
    14	0.00820
    19	0.00820
   183	0.00820
   207	0.00820
    85	0.00820
    18	0.00820
    40	0.00820
    19	0.00820
     4	0.00820
   306	0.00820
   957	0.00820
    13	0.00820
    10	0.00820
    14	0.00820
    89	0.00820
    80	0.00820
     2	0.00820
   226	0.00820
    65	0.00820
   216	0.00820
   797	0.00820
   232	0.00820
    47	0.00820
    49	0.00820
    22	0.00820
     8	0.00820
     6	0.00820
     2	0.00820
   228	0.00820
   691	0.00820
    15	0.00820
   174	0.00820
  1833	0.00820
     6	0.00820
    60	0.00820
    19	0.00820
    49	0.00820
   184	0.00820
  3920	0.00758
  5698	0.00758
   444	0.00758
   162	0.00758
    38	0.00758
     7	0.00758
    96	0.00758
   264	0.00758
    10	0.00758
  2976	0.00758
   209	0.00758
   301	0.00758
   174	0.00758
     3	0.00758
     4	0.00758
   186	0.00758
    14	0.00758
    23	0.00758
     2	0.00758
    69	0.00758
    48	0.00758
    84	0.00758
    19	0.00758
     9	0.00758
   867	0.00758
    10	0.00758
   182	0.00758
    33	0.00758
    23	0.00758
    22	0.00758
   187	0.00758
    22	0.00758
   558	0.00758
   238	0.00758
   338	0.00758
   380	0.00758
   849	0.00758
     3	0.00758
    12	0.00758
   231	0.00758
   383	0.00758
    49	0.00758
  2512	0.00758
   433	0.00758
   449	0.00758
   725	0.00758
   810	0.00758
    34	0.00758
   634	0.00758
   150	0.00758
   192	0.00758
   445	0.00595
    56	0.00595
   534	0.00595
     2	0.00595
    48	0.00595
   109	0.00595
     5	0.00595
   127	0.00595
   272	0.00595
   632	0.00595
    15	0.00595
    33	0.00595
     2	0.00595
   153	0.00595
   755	0.00595
     4	0.00595
   403	0.00595
    83	0.00595
     9	0.00595
  1497	0.00595
   307	0.00595
  1627	0.00595
  2204	0.00595
   125	0.00595
     6	0.00595
     8	0.00595
   106	0.00595
   191	0.00595
   495	0.00595
   736	0.00595
   996	0.00595
   379	0.00595
   775	0.00595
     4	0.00595
    10	0.00595
   500	0.00595
     3	0.00595
    75	0.00595
   281	0.00595
    33	0.00595
    83	0.00595
   252	0.00595
    30	0.00595
    17	0.00595
   149	0.00595
     6	0.00595
    28	0.00595
   731	0.00595
     2	0.00595
   105	0.00595
    48	0.00595
     3	0.00602
   569	0.00602
   207	0.00602
   319	0.00602
    30	0.00602
    14	0.00602
   227	0.00602
    78	0.00602
    13	0.00602
     7	0.00602
    24	0.00602
     5	0.00602
     2	0.00602
    69	0.00602
   122	0.00602
    64	0.00602
     8	0.00602
   316	0.00602
   498	0.00602
   411	0.00602
   294	0.00602
    88	0.00602
    40	0.00602
   161	0.00602
     2	0.00602
   379	0.00602
    92	0.00602
    93	0.00602
   236	0.00602
     8	0.00602
     4	0.00602
   325	0.00602
   811	0.00602
    67	0.00602
  1674	0.00602
  1281	0.00602
   387	0.00602
  2637	0.00602
    16	0.00602
   226	0.00602
   123	0.00602
    42	0.00602
   221	0.00602
     8	0.00602
   117	0.00602
    12	0.00602
    74	0.00602
     5	0.00602
    24	0.00602
   262	0.00602
   126	0.00602
   427	0.00602
   430	0.00602
     3	0.00602
     7	0.00602
    14	0.00602
    20	0.00602
    74	0.00602
     3	0.00602
  1093	0.00576
   102	0.00576
    35	0.00576
   750	0.00576
   280	0.00576
   298	0.00576
     8	0.00576
   158	0.00576
  1250	0.00576
   140	0.00576
   953	0.00576
   169	0.00576
   438	0.00576
   871	0.00576
    68	0.00576
    24	0.00576
  8757	0.00576
    27	0.00576
   679	0.00576
    15	0.00576
    97	0.00576
    56	0.00576
  1546	0.00576
  2283	0.00576
  1769	0.00576
   552	0.00576
  4265	0.00576
    63	0.00576
    11	0.00576
    79	0.00576
   146	0.00576
    49	0.00576
     6	0.00576
    96	0.00576
   107	0.00576
   822	0.00576
  1842	0.00576
    88	0.00576
     5	0.00576
    62	0.00576
  1798	0.00576
   918	0.00576
    16	0.00576
    80	0.00576
     2	0.00576
  2297	0.00576
   590	0.00576
    12	0.00576
  1274	0.00576
   105	0.00576
   1462494
   23
