Region,Beg,End,Count
  770,   7081929,   7081931, 1.000
  771,   7083139,   7083177, 1.000
  772,   7085552,   7085554, 1.000
  773,   7086100,   7086101, 1.000
  774,   7087845,   7087917, 1.000
  775,   7088735,   7089467, 1.374
  776,   7089710,   7089858, 1.000
  777,   7090366,   7090378, 1.923
  778,   7092043,   7092044, 1.000
  779,   7092243,   7092244, 1.000
  780,   7092528,   7092529, 1.000
  781,   7093157,   7093169, 1.692
  782,   7100525,   7103374, 1.043
  783,   7105343,   7105365, 1.000
  784,   7105374,   7107328, 1.285
  785,   7109605,   7109983, 2.459
  786,   7113632,   7114098, 1.054
  787,   7115659,   7115714, 1.143
  788,   7116812,   7116836, 1.000
  789,   7117653,   7117716, 2.344
  790,   7121055,   7122742, 1.002
  791,   7123285,   7128782, 1.121
  792,   7131587,   7131644, 1.000
  793,   7131694,   7131702, 1.000
  794,   7132842,   7133317, 1.000
  795,   7134065,   7138131, 1.303
  796,   7138963,   7140526, 1.049
  797,   7142484,   7143664, 1.583
  798,   7144504,   7144578, 1.000
  799,   7145223,   7145793, 1.000
  800,   7146537,   7146553, 1.000
  801,   7149158,   7149967, 1.000
  802,   7151440,   7152199, 1.000
  803,   7152510,   7152523, 1.000
  804,   7153010,   7153128, 1.807
  805,   7153215,   7153888, 1.000
  806,   7154439,   7155733, 1.012
  807,   7156011,   7156047, 1.000
  808,   7156928,   7156944, 1.000
  809,   7157227,   7157245, 1.000
  810,   7158343,   7159091, 1.088
  811,   7160196,   7160206, 1.000
  812,   7160819,   7162368, 1.496
  813,   7162980,   7162982, 1.000
  814,   7163331,   7163358, 1.000
  815,   7163603,   7163668, 1.000
  816,   7167561,   7169190, 1.002
  817,   7172140,   7172161, 1.000
  818,   7173635,   7173953, 1.000
  819,   7180044,   7180070, 2.037
  820,   7180224,   7180774, 1.011
  821,   7185081,   7185649, 1.051
  822,   7185744,   7185747, 1.000
  823,   7186280,   7186281, 1.000
  824,   7188707,   7191494, 1.001
  825,   7191704,   7191750, 1.000
  826,   7197032,   7216489, 1.219
  827,   7223562,   7224173, 1.100
  828,   7225288,   7225289, 1.000
  829,   7225974,   7226039, 1.682
  830,   7226719,   7226726, 1.000
  831,   7232836,   7232861, 1.115
  832,   7234152,   7234153, 1.000
  833,   7234781,   7234784, 1.000
  834,   7236703,   7240003, 1.000
  835,   7241256,   7244057, 1.020
  836,   7244391,   7245845, 1.304
  837,   7250455,   7252133, 1.035
  838,   7254084,   7254686, 1.000
  839,   7257556,   7257607, 1.808
  840,   7260132,   7261115, 1.000
  841,   7261300,   7265124, 1.033
  842,   7265578,   7265668, 1.000
  843,   7267682,   7268112, 1.005
  844,   7273779,   7273785, 1.000
  845,   7274146,   7274160, 1.000
  846,   7278079,   7280618, 1.000
  847,   7281023,   7282804, 1.245
  848,   7283199,   7283200, 1.000
  849,   7284125,   7284864, 1.077
  850,   7288009,   7288013, 1.000
  851,   7289640,   7289662, 1.000
  852,   7290205,   7290240, 1.417
  853,   7290817,   7290818, 1.000
  854,   7292782,   7292817, 1.000
  855,   7293045,   7296770, 2.024
  856,   7298074,   7298159, 1.081
  857,   7299964,   7300037, 2.689
  858,   7306106,   7306109, 1.000
  859,   7312837,   7312921, 1.094
  860,   7312978,   7321787, 1.653
  861,   7323264,   7324524, 1.008
  862,   7325389,   7325474, 1.000
  863,   7327286,   7327307, 1.864
  864,   7327565,   7329844, 1.054
  865,   7330457,   7333115, 2.545
  866,   7333715,   7333856, 1.282
  867,   7334702,   7339285, 1.832
  868,   7340279,   7344368, 1.000
  869,   7349199,   7350034, 1.000
  870,   7350851,   7350959, 1.000
  871,   7352829,   7353186, 1.397
  872,   7353692,   7353792, 1.000
  873,   7356777,   7357158, 1.272
  874,   7359565,   7359576, 1.000
  875,   7362240,   7362286, 1.043
  876,   7367352,   7368693, 1.159
  877,   7370524,   7371688, 1.000
  878,   7373501,   7373632, 1.136
  879,   7376090,   7376095, 1.000
  880,   7378364,   7378387, 1.000
  881,   7384578,   7386732, 1.325
  882,   7387225,   7387246, 1.000
  883,   7387364,   7387890, 1.063
  884,   7389788,   7389831, 1.000
  885,   7391222,   7391285, 1.016
  886,   7392075,   7392076, 1.000
  887,   7392801,   7393251, 1.000
  888,   7396213,   7396319, 1.000
  889,   7397075,   7398250, 1.000
  890,   7399843,   7399865, 1.000
  891,   7403945,   7403961, 1.235
  892,   7412121,   7426363, 1.000
  893,   7428031,   7428197, 1.880
  894,   7428776,   7430186, 1.528
  895,   7430530,   7432048, 1.932
  896,   7432644,   7432893, 1.264
  897,   7436180,   7436204, 1.840
  898,   7437699,   7437748, 1.000
  899,   7438083,   7442574, 1.423
  900,   7443488,   7443582, 1.000
  901,   7445219,   7445227, 1.000
  902,   7448306,   7448320, 1.000
  903,   7448633,   7448696, 1.000
  904,   7451571,   7452273, 1.957
  905,   7452576,   7457156, 2.602
  906,   7457489,   7461748, 1.000
  907,   7464168,   7464377, 2.686
  908,   7465326,   7468584, 1.026
  909,   7469030,   7469090, 1.787
  910,   7472181,   7476231, 1.043
  911,   7485994,   7486012, 1.211
  912,   7490854,   7495412, 1.111
  913,   7496879,   7499624, 1.389
  914,   7500269,   7505029, 1.041
  915,   7510383,   7512183, 1.932
  916,   7515512,   7515554, 1.000
  917,   7516893,   7517278, 1.000
  918,   7519325,   7520028, 1.538
  919,   7523415,   7534989, 1.261
  920,   7535995,   7536056, 1.000
  921,   7538992,   7541478, 1.733
  922,   7542028,   7542030, 1.000
  923,   7543861,   7544092, 1.060
  924,   7544427,   7545600, 1.000
  925,   7548708,   7548747, 1.000
  926,   7550098,   7550213, 1.000
  927,   7550618,   7551265, 1.000
  928,   7551653,   7552178, 1.051
  929,   7554021,   7554451, 1.000
  930,   7557553,   7558551, 1.463
  931,   7559078,   7559156, 1.443
  932,   7559603,   7559619, 1.000
  933,   7560894,   7561304, 1.002
  934,   7561705,   7561976, 1.801
  935,   7563681,   7563894, 1.000
  936,   7565376,   7566641, 1.246
  937,   7568020,   7568227, 1.889
  938,   7570614,   7570626, 1.000
  939,   7577895,   7580441, 1.311
  940,   7584014,   7584265, 1.000
  941,   7586701,   7589049, 1.538
  942,   7592692,   7592710, 1.000
  943,   7593529,   7594069, 2.165
  944,   7596455,   7597242, 1.000
  945,   7598485,   7598487, 1.000
  946,   7599761,   7599770, 1.000
  947,   7601946,   7603292, 2.420
  948,   7603877,   7603913, 1.000
  949,   7604536,   7609956, 1.849
  950,   7614564,   7615661, 1.194
  951,   7617330,   7617339, 1.000
  952,   7620200,   7620322, 1.000
  953,   7620619,   7620655, 1.000
  954,   7622317,   7622394, 1.000
  955,   7634995,   7635178, 1.000
  956,   7635554,   7636648, 1.174
  957,   7637239,   7637262, 1.000
  958,   7638056,   7638058, 1.000
  959,   7639260,   7642951, 2.629
  960,   7643297,   7645884, 1.700
  961,   7646848,   7647047, 1.000
  962,   7647385,   7647805, 1.696
  963,   7653310,   7654118, 1.761
  964,   7660116,   7661898, 1.000
  965,   7663733,   7663744, 1.000
  966,   7664057,   7664059, 1.000
  967,   7664542,   7665454, 1.369
  968,   7668828,   7677566, 1.504
  969,   7681795,   7681826, 1.688
  970,   7689057,   7691826, 1.000
  971,   7692913,   7703745, 1.904
  972,   7704808,   7704862, 1.709
  973,   7706857,   7706893, 1.108
  974,   7710970,   7712941, 1.146
  975,   7718431,   7718712, 1.355
  976,   7719699,   7719846, 1.000
  977,   7721348,   7721492, 1.000
  978,   7722251,   7723437, 1.721
  979,   7724163,   7724405, 1.000
  980,   7727085,   7730270, 1.014
  981,   7731855,   7732104, 1.000
  982,   7734520,   7734552, 1.000
  983,   7735202,   7735643, 1.844
  984,   7735869,   7736335, 1.111
  985,   7737237,   7737438, 2.317
  986,   7737585,   7737720, 1.118
  987,   7738402,   7738922, 1.349
  988,   7742183,   7748801, 1.708
  989,   7748949,   7748954, 1.000
  990,   7749274,   7749495, 1.000
  991,   7749536,   7749919, 1.068
  992,   7750206,   7751387, 1.114
  993,   7753602,   7753696, 1.000
  994,   7753964,   7753982, 1.000
  995,   7757966,   7758594, 1.308
  996,   7759251,   7759262, 1.000
  997,   7759643,   7759919, 1.004
  998,   7761334,   7761596, 1.270
  999,   7763659,   7765951, 2.727
 1000,   7767902,   7769140, 1.153
 1001,   7769143,   7769146, 1.000
 1002,   7769779,   7769868, 1.000
 1003,   7770069,   7771013, 1.315
 1004,   7771262,   7771418, 1.000
 1005,   7775204,   7780836, 1.317
 1006,   7793146,   7794509, 1.000
 1007,   7795066,   7795444, 1.607
 1008,   7795529,   7796557, 1.975
 1009,   7796622,   7796650, 1.000
 1010,   7796818,   7799350, 1.718
 1011,   7800855,   7800870, 1.000
 1012,   7801456,   7801844, 1.365
 1013,   7802429,   7810710, 1.556
 1014,   7811020,   7811026, 1.000
 1015,   7812648,   7814238, 1.023
 1016,   7815838,   7816615, 1.000
 1017,   7818884,   7818890, 1.000
 1018,   7820876,   7821465, 1.229
 1019,   7822813,   7822861, 1.000
 1020,   7826258,   7826396, 1.698
 1021,   7826639,   7827253, 1.312
 1022,   7827935,   7839999, 2.347
 1023,   7840794,   7841111, 1.000
 1024,   7843244,   7843417, 1.000
 1025,   7848364,   7849011, 1.282
 1026,   7849672,   7849675, 1.000
 1027,   7852062,   7852114, 1.000
 1028,   7874427,   7874618, 2.234
 1029,   7875611,   7875956, 1.428
 1030,   7886002,   7886003, 1.000
 1031,   7889097,   7889215, 1.109
 1032,   7898683,   7898684, 1.000
 1033,   7902885,   7912645, 1.948
 1034,   7921831,   7929223, 1.011
 1035,   7929377,   7930269, 2.055
 1036,   7932354,   7936240, 1.945
 1037,   7938661,   7941899, 2.153
 1038,   7943841,   7946218, 1.545
 1039,   7950980,   7951851, 1.511
 1040,   7952333,   7954976, 2.335
 1041,   7955302,   7956346, 1.756
 1042,   7961117,   7961118, 1.000
 1043,   7961267,   7961499, 1.931
 1044,   7966953,   7966971, 1.000
 1045,   7967198,   7967453, 1.004
 1046,   7968031,   7968040, 1.000
 1047,   7969540,   7970764, 1.230
 1048,   7972348,   7972618, 1.052
 1049,   7974821,   7974860, 1.000
 1050,   7977779,   7986990, 1.953
 1051,   7987018,   7987021, 1.000
 1052,   7987205,   7987236, 1.000
 1053,   7990902,   7991243, 1.906
 1054,   7996723,   7996724, 1.000
 1055,   7998703,   7998774, 1.514
 1056,   8002862,   8003013, 1.000
 1057,   8009591,   8009692, 1.000
 1058,   8010913,   8024649, 1.839
 1059,   8026354,   8026723, 1.000
 1060,   8027711,   8068004, 1.508
 1061,   8072211,   8072235, 1.000
 1062,   8074503,   8074640, 1.000
 1063,   8080623,   8080929, 2.046
 1064,   8081747,   8081748, 1.000
 1065,   8082052,   8082056, 1.000
 1066,   8082583,   8082606, 1.000
 1067,   8083431,   8084584, 1.206
 1068,   8085960,   8086243, 1.081
 1069,   8086307,   8086779, 1.577
 1070,   8092369,   8092420, 1.308
 1071,   8094181,   8094265, 1.000
 1072,   8095501,   8095585, 1.000
 1073,   8097229,   8097525, 1.630
 1074,   8099045,   8099051, 1.000
 1075,   8102052,   8102240, 1.984
 1076,   8105187,   8105276, 1.000
 1077,   8143778,   8144200, 1.329
 1078,   8152236,   8154148, 1.133
 1079,   8164503,   8164533, 2.290
 1080,   8165000,   8165012, 1.000
 1081,   8169406,   8169531, 1.365
 1082,   8172681,   8172748, 1.000
 1083,   8188599,   8192159, 1.042
 1084,   8192246,   8192249, 1.000
 1085,   8193982,   8193983, 1.000
 1086,   8194057,   8194060, 1.000
 1087,   8194825,   8194845, 1.000
 1088,   8195334,   8195667, 1.012
 1089,   8196131,   8196132, 1.000
 1090,   8198327,   8199291, 1.048
 1091,   8200961,   8200980, 1.000
 1092,   8201025,   8201057, 1.000
 1093,   8202403,   8202434, 1.000
 1094,   8202788,   8202847, 1.000
 1095,   8204000,   8204023, 1.000
 1096,   8204819,   8205231, 1.002
 1097,   8206630,   8206783, 1.234
 1098,   8207700,   8208062, 1.000
 1099,   8210956,   8211032, 1.000
 1100,   8212853,   8213910, 1.055
 1101,   8213983,   8214158, 1.676
 1102,   8218688,   8218995, 1.997
 1103,   8220596,   8220606, 1.000
 1104,   8221753,   8223101, 1.000
 1105,   8226564,   8226954, 1.675
 1106,   8227942,   8228294, 1.402
 1107,   8230659,   8239315, 2.495
 1108,   8240250,   8241259, 1.002
 1109,   8243260,   8243320, 1.000
 1110,   8247219,   8247435, 1.000
 1111,   8248560,   8249362, 1.000
 1112,   8253384,   8254228, 1.134
 1113,   8258982,   8270185, 1.222
 1114,   8271820,   8276075, 1.832
 1115,   8278678,   8278739, 1.000
 1116,   8281955,   8282049, 1.211
 1117,   8285673,   8285755, 1.000
 1118,   8288017,   8288084, 2.015
 1119,   8291161,   8291184, 1.000
 1120,   8296092,   8296528, 1.673
 1121,   8296770,   8297075, 1.000
 1122,   8297461,   8297463, 1.000
 1123,   8297638,   8297641, 1.000
 1124,   8302277,   8302281, 1.800
 1125,   8308235,   8309458, 1.216
 1126,   8310709,   8313687, 1.000
 1127,   8316669,   8320338, 1.272
 1128,   8323421,   8323424, 1.000
 1129,   8325965,   8325970, 1.000
 1130,   8326010,   8330290, 1.236
 1131,   8332515,   8333854, 1.547
 1132,   8339975,   8340097, 1.846
 1133,   8340184,   8340980, 2.928
 1134,   8359773,   8360695, 1.918
 1135,   8368980,   8369035, 1.143
 1136,   8372526,   8372667, 1.789
 1137,   8376376,   8376382, 1.000
 1138,   8381520,   8381633, 1.088
 1139,   8385133,   8386590, 1.412
 1140,   8392453,   8400441, 1.000
 1141,   8401812,   8403082, 1.126
 1142,   8404156,   8404272, 2.650
 1143,   8409085,   8409088, 1.000
 1144,   8410911,   8411061, 1.000
 1145,   8411412,   8411534, 1.000
 1146,   8415265,   8415986, 1.008
 1147,   8416220,   8416267, 1.000
 1148,   8418672,   8426846, 2.218
 1149,   8428323,   8431189, 1.015
 1150,   8435424,   8438253, 1.227
 1151,   8445062,   8445110, 1.000
 1152,   8447241,   8447242, 1.000
 1153,   8449356,   8453568, 1.000
 1154,   8455874,   8456332, 2.198
 1155,   8456573,   8456605, 1.000
 1156,   8457325,   8460165, 1.041
 1157,   8468125,   8468268, 1.000
 1158,   8469307,   8469958, 1.814
 1159,   8475784,   8475887, 1.087
 1160,   8476441,   8482356, 1.000
 1161,   8482761,   8488383, 2.177
 1162,   8494793,   8494813, 1.000
 1163,   8496395,   8498911, 2.833
 1164,   8510762,   8511023, 1.000
 1165,   8517617,   8518089, 1.516
 1166,   8518956,   8519665, 1.000
 1167,   8531953,   8540163, 1.513
 1168,   8542519,   8542527, 1.000
 1169,   8546969,   8552298, 1.977
 1170,   8553086,   8556382, 1.936
 1171,   8557215,   8557218, 1.000
 1172,   8565062,   8567213, 2.134
 1173,   8567262,   8567627, 1.861
 1174,   8573650,   8575043, 2.227
 1175,   8579461,   8579624, 1.561
 1176,   8584457,   8585469, 1.177
 1177,   8587004,   8587583, 1.469
 1178,   8587744,   8590020, 1.000
 1179,   8592035,   8597693, 1.180
 1180,   8599802,   8603526, 1.812
 1181,   8604806,   8604863, 1.000
 1182,   8607881,   8608729, 1.438
 1183,   8609362,   8609573, 1.958
 1184,   8624847,   8625162, 1.000
 1185,   8627699,   8627993, 2.169
 1186,   8629963,   8630497, 1.000
 1187,   8631950,   8632460, 1.295
 1188,   8641293,   8641615, 1.000
 1189,   8661915,   8661984, 1.029
 1190,   8663260,   8663620, 1.465
 1191,   8664184,   8664428, 2.073
 1192,   8670716,   8671055, 1.609
 1193,   8674606,   8679693, 1.503
 1194,   8680535,   8680718, 1.168
 1195,   8682155,   8685355, 1.034
 1196,   8686613,   8686733, 1.107
 1197,   8691571,   8693037, 1.370
 1198,   8693848,   8694907, 1.218
 1199,   8695320,   8695839, 1.758
 1200,   8697731,   8697896, 2.283
 1201,   8698424,   8698496, 1.000
 1202,   8700033,   8700040, 1.000
 1203,   8703673,   8704731, 1.041
 1204,   8706224,   8715117, 1.288
 1205,   8719565,   8731902, 1.451
 1206,   8733787,   8733814, 1.000
 1207,   8734110,   8734550, 1.458
 1208,   8734970,   8735078, 1.000
 1209,   8735318,   8747361, 2.327
 1210,   8754068,   8754797, 1.036
 1211,   8758161,   8758179, 1.000
 1212,   8758326,   8758345, 2.050
 1213,   8759791,   8759829, 1.000
 1214,   8761754,   8764527, 1.627
 1215,   8765113,   8765179, 1.000
 1216,   8766396,   8767145, 1.000
 1217,   8770234,   8770246, 1.000
 1218,   8770297,   8770333, 1.000
 1219,   8770540,   8770571, 1.000
 1220,   8772968,   8772975, 1.000
 1221,   8776686,   8776728, 1.000
 1222,   8777084,   8777345, 1.084
 1223,   8777414,   8777431, 1.000
 1224,   8786517,   8786529, 1.000
 1225,   8792561,   8795245, 1.899
 1226,   8795766,   8797228, 3.034
 1227,   8799813,   8804860, 1.417
 1228,   8810406,   8812059, 1.000
 1229,   8813588,   8813746, 1.000
 1230,   8814751,   8814808, 1.000
 1231,   8815377,   8815593, 1.000
 1232,   8819444,   8819468, 1.000
 1233,   8830258,   8830337, 1.487
 1234,   8831654,   8832046, 1.020
 1235,   8834108,   8834998, 1.160
 1236,   8837193,   8837226, 1.000
 1237,   8839780,   8841770, 1.132
 1238,   8842209,   8842319, 1.009
 1239,   8842702,   8842752, 1.000
 1240,   8843712,   8843725, 1.000
 1241,   8844300,   8845188, 1.001
 1242,   8847328,   8848220, 1.563
 1243,   8851557,   8851642, 2.558
 1244,   8859673,   8868657, 1.334
 1245,   8870646,   8870708, 1.000
 1246,   8872831,   8872844, 1.000
 1247,   8875900,   8875901, 1.000
 1248,   8877364,   8877874, 1.951
 1249,   8879602,   8879726, 1.760
 1250,   8879772,   8883849, 1.270
 1251,   8884352,   8884557, 2.024
 1252,   8885600,   8890951, 1.112
 1253,   8892875,   8893545, 1.000
 1254,   8901281,   8902643, 1.008
 1255,   8902819,   8902821, 1.000
 1256,   8908028,   8908262, 1.455
 1257,   8910538,   8911509, 1.638
 1258,   8912616,   8917876, 1.151
 1259,   8921484,   8921722, 1.142
 1260,   8923105,   8923167, 1.000
 1261,   8925147,   8925306, 1.000
 1262,   8925934,   8925944, 1.000
 1263,   8928048,   8928438, 1.235
 1264,   8930919,   8930981, 1.000
 1265,   8931072,   8931102, 1.000
 1266,   8934583,   8935025, 1.309
 1267,   8939885,   8939903, 1.000
 1268,   8941382,   8941548, 1.323
 1269,   8942114,   8944969, 1.009
 1270,   8952707,   8953561, 2.559
 1271,   8954302,   8954469, 1.000
 1272,   8955021,   8955204, 1.375
 1273,   8955336,   8955404, 1.000
 1274,   8955854,   8956430, 1.889
 1275,   8959318,   8959371, 1.926
 1276,   8963249,   8963608, 1.308
 1277,   8964439,   8968090, 1.061
 1278,   8969291,   8969347, 1.000
 1279,   8970331,   8970574, 1.000
 1280,   8970860,   8970889, 1.000
 1281,   8971263,   8971347, 1.129
 1282,   8974375,   8975011, 1.000
 1283,   8976369,   8976629, 2.774
 1284,   8977766,   8977999, 2.030
 1285,   8978277,   8978573, 1.367
 1286,   8980690,   8983123, 1.269
 1287,   8984238,   8984914, 1.000
 1288,   8986217,   8986473, 1.000
 1289,   8997201,   9000758, 1.309
 1290,   9002973,   9003012, 1.000
 1291,   9007135,   9007159, 1.000
 1292,   9008056,   9008393, 1.391
 1293,   9008548,   9008550, 1.000
 1294,   9009371,   9009478, 1.185
 1295,   9009835,   9009836, 1.000
 1296,   9010069,   9011531, 1.000
 1297,   9011657,   9011672, 2.063
 1298,   9012475,   9012629, 1.000
 1299,   9014214,   9014245, 1.094
 1300,   9015694,   9015735, 1.381
 1301,   9020171,   9020201, 1.000
 1302,   9020983,   9024574, 1.401
 1303,   9034230,   9035198, 1.003
 1304,   9035970,   9036001, 1.000
 1305,   9039180,   9039322, 1.014
 1306,   9039966,   9040041, 1.000
 1307,   9040386,   9040535, 1.167
 1308,   9047289,   9047436, 1.000
 1309,   9049675,   9054990, 1.488
 1310,   9062182,   9062191, 1.000
 1311,   9064800,   9069040, 1.773
 1312,   9071012,   9071016, 1.000
 1313,   9078114,   9078591, 1.000
 1314,   9084120,   9087804, 1.873
 1315,   9088517,   9089819, 1.000
 1316,   9091016,   9091247, 1.000
 1317,   9093048,   9093055, 1.000
 1318,   9094885,   9097255, 1.022
 1319,   9097834,   9098879, 1.025
 1320,   9102682,   9105187, 1.368
 1321,   9108033,   9109612, 1.285
 1322,   9113506,   9113661, 1.603
 1323,   9115022,   9116062, 2.542
 1324,   9116491,   9116587, 2.010
 1325,   9118870,   9119115, 1.004
 1326,   9120364,   9120397, 1.000
 1327,   9123845,   9123846, 1.000
 1328,   9124352,   9124501, 1.000
 1329,   9125245,   9127274, 1.715
 1330,   9128926,   9129036, 1.595
 1331,   9129462,   9129520, 1.000
 1332,   9130113,   9130631, 2.239
 1333,   9132006,   9132036, 1.000
 1334,   9133354,   9133355, 1.000
 1335,   9133696,   9133740, 1.000
 1336,   9133904,   9133917, 1.000
 1337,   9134972,   9134994, 1.000
 1338,   9138950,   9138952, 1.667
 1339,   9139443,   9139990, 1.137
 1340,   9143696,   9143708, 1.000
 1341,   9146621,   9146624, 1.000
 1342,   9151722,   9152362, 1.006
 1343,   9152590,   9152603, 1.000
 1344,   9152741,   9152760, 1.000
 1345,   9153097,   9153099, 1.000
 1346,   9153800,   9154054, 1.000
 1347,   9154450,   9154968, 1.659
 1348,   9155039,   9155166, 1.453
 1349,   9156800,   9157298, 1.000
 1350,   9160015,   9160016, 1.000
 1351,   9162032,   9162033, 1.000
 1352,   9163414,   9163416, 1.000
 1353,   9163756,   9163862, 1.000
 1354,   9164739,   9164811, 1.000
 1355,   9164870,   9164878, 1.778
 1356,   9166428,   9166462, 1.000
 1357,   9168587,   9168596, 1.000
 1358,   9168929,   9170651, 1.010
 1359,   9170831,   9172047, 1.090
 1360,   9172090,   9172102, 1.538
 1361,   9172960,   9174900, 1.200
 1362,   9174909,   9174916, 1.000
 1363,   9176013,   9177400, 1.014
 1364,   9178042,   9178061, 1.000
 1365,   9178500,   9178514, 1.067
 1366,   9184540,   9184542, 1.000
 1367,   9185868,   9185873, 1.000
 1368,   9190932,   9193857, 1.000
 1369,   9194519,   9194523, 1.000
 1370,   9199031,   9199214, 1.777
 1371,   9199757,   9199766, 1.000
 1372,   9201955,   9202419, 1.004
 1373,   9204425,   9204437, 1.000
 1374,   9205146,   9205148, 1.000
 1375,   9205769,   9205779, 1.000
 1376,   9207904,   9207905, 1.000
 1377,   9210279,   9210333, 1.418
 1378,   9211029,   9211277, 1.000
 1379,   9212137,   9212139, 1.000
 1380,   9212807,   9213003, 1.000
 1381,   9213306,   9213339, 1.000
 1382,   9214144,   9214148, 1.000
 1383,   9217199,   9217202, 1.000
 1384,   9219644,   9219723, 1.000
 1385,   9222085,   9222101, 1.000
 1386,   9223652,   9224091, 1.000
 1387,   9224817,   9224906, 1.000
 1388,   9226050,   9226349, 1.000
 1389,   9226482,   9226703, 1.005
 1390,   9227815,   9227844, 1.000
 1391,   9228679,   9228740, 1.000
 1392,   9232062,   9232063, 1.000
 1393,   9232546,   9232607, 1.000
 1394,   9237091,   9237153, 1.000
 1395,   9237410,   9237412, 1.000
 1396,   9245624,   9245668, 1.000
 1397,   9254698,   9254719, 1.000
 1398,   9255716,   9255719, 1.000
 1399,   9258096,   9258112, 1.000
 1400,   9260423,   9260874, 2.243
 1401,   9261155,   9261169, 1.000
 1402,   9264610,   9264611, 1.000
 1403,   9267596,   9267597, 1.000
 1404,   9270859,   9270867, 1.000
 1405,   9271492,   9271587, 1.000
 1406,   9272251,   9272831, 1.695
 1407,   9273476,   9273494, 1.000
 1408,   9273773,   9273776, 1.000
 1409,   9275734,   9276061, 1.244
 1410,   9276533,   9276535, 1.000
 1411,   9277906,   9277923, 1.000
 1412,   9278792,   9278798, 1.000
 1413,   9279724,   9279732, 1.000
 1414,   9283224,   9283502, 1.312
 1415,   9288021,   9288026, 1.000
 1416,   9297284,   9297310, 1.370
 1417,   9298782,   9298789, 1.000
 1418,   9298942,   9299062, 1.008
 1419,   9299215,   9299245, 1.000
 1420,   9299853,   9299854, 1.000
 1421,   9300316,   9300331, 1.000
 1422,   9301282,   9301579, 2.738
 1423,   9302585,   9302593, 1.333
 1424,   9303575,   9303606, 1.000
 1425,   9305445,   9305492, 1.000
 1426,   9310383,   9310539, 1.000
 1427,   9310768,   9310832, 1.323
 1428,   9313367,   9313396, 1.000
 1429,   9318436,   9318461, 1.000
 1430,   9319978,   9319999, 1.000
 1431,   9322422,   9322438, 1.000
 1432,   9324459,   9324631, 1.445
 1433,   9328073,   9328074, 1.000
 1434,   9328372,   9328389, 1.000
 1435,   9332937,   9333088, 1.000
 1436,   9334805,   9335111, 2.492
 1437,   9342231,   9342288, 1.914
 1438,   9357325,   9357462, 1.000
 1439,   9357688,   9357756, 1.000
 1440,   9363369,   9363966, 1.482
 1441,   9375416,   9375444, 1.172
 1442,   9376050,   9376307, 1.019
 1443,   9377347,   9377751, 1.938
 1444,   9377925,   9377994, 1.200
 1445,   9378203,   9381964, 1.193
 1446,   9382741,   9382797, 1.000
 1447,   9383514,   9384497, 1.438
 1448,   9387052,   9387053, 1.000
 1449,   9395684,   9395720, 1.000
 1450,   9401978,   9402026, 1.000
 1451,   9402168,   9402864, 1.133
 1452,   9403245,   9405317, 2.999
 1453,   9405781,   9405865, 1.000
 1454,   9410918,   9411003, 1.000
 1455,   9414594,   9414609, 1.000
 1456,   9422126,   9422259, 1.724
 1457,   9427096,   9427324, 1.900
 1458,   9427817,   9428078, 1.198
 1459,   9429413,   9429522, 1.645
 1460,   9431125,   9431188, 1.828
 1461,   9438286,   9438404, 1.000
 1462,   9442313,   9442570, 1.000
 1463,   9448739,   9449004, 1.180
 1464,   9449105,   9449136, 1.000
 1465,   9449171,   9449238, 1.000
 1466,   9449500,   9449641, 1.979
 1467,   9451755,   9451756, 1.000
 1468,   9451980,   9452006, 1.000
 1469,   9459478,   9459539, 1.758
 1470,   9459667,   9459694, 1.000
 1471,   9460182,   9460923, 1.508
 1472,   9463796,   9464082, 3.153
 1473,   9467743,   9468051, 1.706
 1474,   9470513,   9470514, 1.000
 1475,   9490558,   9490559, 1.000
 1476,   9494468,   9494484, 1.000
 1477,   9497348,   9497366, 1.000
 1478,   9499455,   9499987, 1.030
 1479,   9501937,   9501958, 1.000
 1480,   9503597,   9503948, 1.241
 1481,   9504136,   9504666, 1.066
 1482,   9506396,   9506573, 1.000
 1483,   9509112,   9509173, 1.000
 1484,   9509398,   9509459, 1.661
 1485,   9509810,   9509855, 1.000
 1486,   9510736,   9510753, 1.000
 1487,   9510825,   9510928, 2.173
 1488,   9514769,   9515051, 1.000
 1489,   9516466,   9518480, 1.789
 1490,   9518979,   9520947, 1.027
 1491,   9522945,   9523490, 2.158
 1492,   9524580,   9524771, 1.000
 1493,   9527267,   9527313, 1.000
 1494,   9528842,   9528923, 2.366
 1495,   9529087,   9529094, 1.000
 1496,   9532410,   9532421, 1.000
 1497,   9534427,   9534428, 1.000
 1498,   9534887,   9534934, 1.125
 1499,   9537910,   9537927, 1.000
 1500,   9540018,   9540019, 1.000
 1501,   9541606,   9541725, 1.000
 1502,   9542314,   9542316, 1.000
 1503,   9543117,   9543238, 1.000
 1504,   9543577,   9543582, 1.000
 1505,   9545389,   9545695, 1.023
 1506,   9546656,   9546663, 1.000
 1507,   9549574,   9549595, 1.091
 1508,   9550429,   9550524, 1.000
 1509,   9553267,   9553315, 1.000
 1510,   9560927,   9561349, 1.979
 1511,   9562066,   9562325, 1.577
 1512,   9563211,   9563233, 1.000
 1513,   9563831,   9563935, 1.000
 1514,   9569124,   9569125, 1.000
 1515,   9569420,   9569422, 1.000
 1516,   9574527,   9574535, 1.000
 1517,   9575849,   9576229, 1.241
